end;AccountsPayableCurrent;AccrualForEnvironmentalLossContingencies;AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment;AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax;AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax;AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax;AccumulatedOtherComprehensiveIncomeLossNetOfTax;AdditionalPaidInCapitalCommonStock;AllowanceForDoubtfulAccountsReceivableCurrent;Assets;AssetsCurrent;AvailableForSaleSecurities;CashAndCashEquivalentsAtCarryingValue;CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;CommonStockValue;ComprehensiveIncomeNetOfTax;ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest;ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest;CostOfGoodsSold;CostOfServices;CostsAndExpenses;DeferredCompensationLiabilityClassifiedNoncurrent;DeferredIncomeTaxAssetsNet;DepreciationDepletionAndAmortization;DiscontinuedOperationTaxEffectOfDiscontinuedOperation;DividendsCommonStock;EffectOfExchangeRateOnCashAndCashEquivalents;EmployeeRelatedLiabilitiesCurrent;GainsLossesOnExtinguishmentOfDebt;GeneralAndAdministrativeExpense;Goodwill;IncomeLossFromContinuingOperations;IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest;IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest;IncomeLossFromDiscontinuedOperationsNetOfTax;IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity;IncomeTaxExpenseBenefit;IncomeTaxesPaidNet;IncreaseDecreaseInAccountsPayable;IncreaseDecreaseInAccountsReceivable;IncreaseDecreaseInInventories;InterestIncomeExpenseNonoperatingNet;InterestPaidNet;InventoryFinishedGoodsNetOfReserves;InventoryLIFOReserve;InventoryNet;InventoryRawMaterialsAndSupplies;InventoryValuationReserves;InventoryWorkInProcess;InvestmentIncomeInterest;LIFOInventoryAmount;Liabilities;LiabilitiesAndStockholdersEquity;LiabilitiesCurrent;LongTermDebtAndCapitalLeaseObligations;LongTermDebtCurrent;LongTermDebtNoncurrent;MinorityInterest;NetCashProvidedByUsedInFinancingActivities;NetCashProvidedByUsedInInvestingActivities;NetCashProvidedByUsedInOperatingActivities;NetIncomeLoss;NetIncomeLossAttributableToNoncontrollingInterest;OperatingIncomeLoss;OperatingLeaseLiabilityCurrent;OperatingLeaseLiabilityNoncurrent;OperatingLeaseRightOfUseAsset;OtherAssetsCurrent;OtherAssetsNoncurrent;OtherComprehensiveIncomeLossNetOfTax;OtherComprehensiveIncomeOtherNetOfTax;OtherLiabilitiesCurrent;OtherLiabilitiesNoncurrent;OtherNoncashIncomeExpense;OtherNonoperatingIncomeExpense;OtherRestructuringCosts;PaymentsForProceedsFromOtherInvestingActivities;PaymentsOfDividendsCommonStock;PaymentsToAcquireProductiveAssets;ProceedsFromPaymentsForOtherFinancingActivities;ProfitLoss;PropertyPlantAndEquipmentNet;ReceivablesNetCurrent;RestructuringCharges;RestructuringSettlementAndImpairmentProvisions;RetainedEarningsAccumulatedDeficit;RevenueFromContractWithCustomerIncludingAssessedTax;SalesRevenueGoodsNet;SalesRevenueNet;SalesRevenueServicesNet;StockholdersEquity;StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest;StockholdersEquityOther;StockIssuedDuringPeriodValueShareBasedCompensation;StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1;TangibleAssetImpairmentCharges;TreasuryStockValue
2016-03-31;1844000000.0;49000000.0;11976000000.0;-65000000.0;221000000.0;-78000000.0;-364000000.0;279000000.0;191000000.0;33932000000.0;19105000000.0;98000000.0;9593000000.0;;2676000000.0;-2413000000.0;-6000000.0;-2419000000.0;969000000.0;2956000000.0;7277000000.0;447000000.0;1518480037.6067047;346000000.0;1000000.0;154000000.0;-28000000.0;609000000.0;107040859.04925069;48000000.0;2383000000.0;-2410000000.0;-3291000000.0;-2416000000.0;-2000000.0;-2000000.0;-875000000.0;121000000.0;-170000000.0;-228000000.0;-34000000.0;-165000000.0;164000000.0;1878000000.0;18000000.0;2893000000.0;901000000.0;259000000.0;114000000.0;10000000.0;122000000.0;20872000000.0;33932000000.0;7412000000.0;9830205244.282228;3186000000.0;12207000000.0;45000000.0;-77000000.0;-208000000.0;-171000000.0;-2412000000.0;-6000000.0;-3079000000.0;245638392.8018793;-172846389.61087847;204391497.84122276;438000000.0;3192000000.0;-1000000.0;-1000000.0;1373000000.0;806000000.0;100000000.0;-47000000.0;31000000.0;24000000.0;154000000.0;234000000.0;77000000.0;-2418000000.0;9252000000.0;4983000000.0;2766000000.0;2847921866.868654;17958000000.0;11436182252.249718;1213000000.0;4198000000.0;2985000000.0;13015000000.0;13060000000.0;12000000.0;126000000.0;5700000000.0;2445000000.0;7534000000.0
2016-06-30;1490000000.0;51000000.0;10847000000.0;-62000000.0;220000000.0;-79000000.0;-361000000.0;253000000.0;193000000.0;27737000000.0;12580000000.0;101000000.0;3108000000.0;;2675000000.0;-3205000000.0;3000000.0;-3202000000.0;955000000.0;2777000000.0;7715000000.0;449000000.0;-2389450572.388504;355250000.0;0.0;154500000.0;-23750000.0;549000000.0;122204746.99761899;41000000.0;2383000000.0;-3208000000.0;-4107000000.0;-3205000000.0;0.0;0.0;-902000000.0;110000000.0;-70500000.0;-126500000.0;-21000000.0;-196000000.0;166250000.0;1662000000.0;18000000.0;2650000000.0;885000000.0;247000000.0;103000000.0;10000000.0;110000000.0;17960000000.0;27737000000.0;4478000000.0;9543326302.947683;763000000.0;12158000000.0;43000000.0;-472500000.0;-215250000.0;-127000000.0;-3208000000.0;3000000.0;-3880000000.0;241677667.90653223;616043072.2204878;605515465.5880495;998000000.0;1957000000.0;3000000.0;3000000.0;1309000000.0;875000000.0;169500000.0;-31000000.0;9000000.0;21250000.0;154500000.0;241750000.0;73500000.0;-3205000000.0;8961000000.0;4725000000.0;423000000.0;2050908012.240427;14595000000.0;6862853098.39084;1195000000.0;3835000000.0;2640000000.0;9734000000.0;9777000000.0;6750000.0;124500000.0;5700000000.0;92000000.0;7428000000.0
2016-09-30;1543000000.0;53000000.0;10944000000.0;-61000000.0;220000000.0;-79000000.0;-360000000.0;184000000.0;197000000.0;26755000000.0;11760000000.0;96000000.0;3289000000.0;;2675000000.0;7000000.0;1000000.0;8000000.0;919000000.0;2743000000.0;3705000000.0;449000000.0;531850994.9810791;364500000.0;0.0;155000000.0;-19500000.0;535000000.0;104000000.0;43000000.0;2383000000.0;6000000.0;-52000000.0;7000000.0;0.0;0.0;-59000000.0;99000000.0;29000000.0;-25000000.0;-8000000.0;-141000000.0;168500000.0;1528000000.0;19000000.0;2475000000.0;836000000.0;240000000.0;111000000.0;18000000.0;109000000.0;17029000000.0;26755000000.0;3631000000.0;10790181156.476559;152000000.0;12163000000.0;44000000.0;-868000000.0;-222500000.0;-83000000.0;6000000.0;1000000.0;128000000.0;237929194.4389727;814974752.4429249;717182581.1786041;933000000.0;1927000000.0;1000000.0;1000000.0;1032000000.0;786000000.0;239000000.0;-39000000.0;8181818.181818182;18500000.0;155000000.0;249500000.0;70000000.0;7000000.0;8741000000.0;4360000000.0;0.0;0.0;14445000000.0;6630977071.5199;1138000000.0;3833000000.0;2695000000.0;9682000000.0;9726000000.0;1500000.0;123000000.0;5700000000.0;87454545.45454545;7262000000.0
2016-12-31;1774500000.0;51000000.0;11195000000.0;-61000000.0;267000000.0;-80000000.0;-406000000.0;203000000.0;176500000.0;25820000000.0;10794000000.0;92000000.0;2698000000.0;2139000000.0;2674500000.0;-11500000.0;500000.0;-11000000.0;918500000.0;2923000000.0;3890500000.0;494000000.0;-3606330655.538513;373750000.0;0.0;155500000.0;-15250000.0;539500000.0;104000000.0;49000000.0;2401000000.0;-13000000.0;-54500000.0;-12500000.0;0.0;0.0;-42000000.0;88000000.0;128500000.0;76500000.0;5000000.0;-191500000.0;170750000.0;1488000000.0;18500000.0;2385000000.0;774500000.0;252500000.0;122500000.0;20500000.0;122000000.0;16462500000.0;25820000000.0;3736500000.0;9684733521.857037;170000000.0;11487500000.0;41000000.0;-1263500000.0;-229750000.0;-39000000.0;-13000000.0;500000.0;165500000.0;241783793.62042603;809114244.6785978;952204879.8249958;898000000.0;2004500000.0;1500000.0;1000000.0;1113500000.0;744500000.0;308500000.0;-28500000.0;7363636.363636363;15750000.0;155500000.0;257250000.0;66500000.0;-12500000.0;8578000000.0;4184000000.0;0.0;0.0;14007000000.0;6037606987.192545;1133000000.0;4056000000.0;2923000000.0;9316500000.0;9357500000.0;-3750000.0;121500000.0;5700000000.0;82909090.9090909;7162000000.0
2017-03-31;2006000000.0;49000000.0;11446000000.0;-58000000.0;314000000.0;-80000000.0;-452000000.0;222000000.0;156000000.0;24885000000.0;9828000000.0;92000000.0;2107000000.0;2139000000.0;2674000000.0;-30000000.0;0.0;-30000000.0;918000000.0;3103000000.0;4076000000.0;539000000.0;-7744512306.05806;383000000.0;0.0;156000000.0;-11000000.0;544000000.0;104000000.0;55000000.0;2419000000.0;-32000000.0;-57000000.0;-32000000.0;0.0;0.0;-25000000.0;77000000.0;228000000.0;178000000.0;18000000.0;-242000000.0;173000000.0;1448000000.0;18000000.0;2295000000.0;713000000.0;265000000.0;134000000.0;23000000.0;135000000.0;15896000000.0;24885000000.0;3842000000.0;8579285887.237527;97000000.0;10812000000.0;38000000.0;-1659000000.0;-237000000.0;5000000.0;-32000000.0;0.0;203000000.0;245638392.80187932;832881859.500591;1213324429.620449;863000000.0;2082000000.0;2000000.0;1000000.0;1195000000.0;703000000.0;378000000.0;-18000000.0;6545454.545454545;13000000.0;156000000.0;265000000.0;63000000.0;-32000000.0;8415000000.0;4008000000.0;0.0;0.0;13569000000.0;5444000000.0;1128000000.0;4279000000.0;3151000000.0;8951000000.0;8989000000.0;-9000000.0;120000000.0;5700000000.0;78363636.36363636;7062000000.0
2017-06-30;2166000000.0;46000000.0;11708000000.0;-58000000.0;313000000.0;-79000000.0;-450000000.0;131000000.0;156000000.0;25325000000.0;10260000000.0;102000000.0;2139000000.0;2139000000.0;2673000000.0;30000000.0;0.0;30000000.0;1021000000.0;3453000000.0;4811000000.0;550000000.0;682868725.7910156;385750000.0;;156500000.0;-14250000.0;583000000.0;91000000.0;75000000.0;2407000000.0;28000000.0;-1000000.0;28000000.0;0.0;0.0;-29000000.0;79000000.0;240000000.0;194750000.0;43250000.0;-121000000.0;165750000.0;1454000000.0;21000000.0;2283000000.0;695000000.0;262000000.0;134000000.0;28000000.0;153000000.0;16372000000.0;25325000000.0;4068000000.0;11057842246.562454;336000000.0;10816000000.0;36000000.0;-1289000000.0;-271250000.0;146750000.0;28000000.0;0.0;146000000.0;252216234.42826244;755067339.7409143;1147181526.7564588;896000000.0;2052000000.0;2000000.0;;983000000.0;938000000.0;295000000.0;-26000000.0;5727272.727272727;-10250000.0;156500000.0;324000000.0;42000000.0;28000000.0;8374000000.0;4385000000.0;262000000.0;262000000.0;13441000000.0;5444000000.0;1255000000.0;4957000000.0;3702000000.0;8917000000.0;8953000000.0;-13750000.0;58250000.0;5700000000.0;73818181.81818181;6878000000.0
2017-09-30;2416000000.0;44000000.0;11911000000.0;-57000000.0;313000000.0;-78000000.0;-448000000.0;169000000.0;165000000.0;25790000000.0;10144000000.0;102000000.0;1898000000.0;1898000000.0;2673000000.0;367000000.0;-4000000.0;363000000.0;1069000000.0;3686000000.0;4802000000.0;571000000.0;971354630.4806366;388500000.0;;157000000.0;-17500000.0;706000000.0;78000000.0;55000000.0;2685000000.0;365000000.0;496000000.0;361000000.0;0.0;0.0;135000000.0;81000000.0;252000000.0;211500000.0;68500000.0;-115000000.0;158500000.0;1565000000.0;25000000.0;2444000000.0;720000000.0;280000000.0;159000000.0;30000000.0;167000000.0;16544000000.0;25790000000.0;4601000000.0;11189709974.689287;515000000.0;10423000000.0;29000000.0;-919000000.0;-305500000.0;288500000.0;365000000.0;-4000000.0;642000000.0;257025965.03475955;696787845.862328;1303476728.4436808;897000000.0;2338000000.0;2000000.0;;964000000.0;949000000.0;212000000.0;-31000000.0;3897574.9437751416;-33500000.0;157000000.0;383000000.0;21000000.0;361000000.0;8432000000.0;4852000000.0;0.0;0.0;13649000000.0;5444000000.0;1326000000.0;5444000000.0;4118000000.0;9217000000.0;9246000000.0;-18500000.0;-3500000.0;5700000000.0;-85731472.78872442;6826000000.0
2017-12-31;2623000000.0;44500000.0;12071500000.0;-55000000.0;323000000.0;-80000000.0;-459500000.0;195500000.0;487000000.0;25490500000.0;10589500000.0;102000000.0;1969625000.0;2115000000.0;2672500000.0;205500000.0;-1500000.0;204000000.0;1062500000.0;3846500000.0;5094000000.0;579500000.0;917878500.2459717;391250000.0;;157500000.0;-20750000.0;676500000.0;65000000.0;56500000.0;2696000000.0;365000000.0;342500000.0;361000000.0;0.0;0.0;138500000.0;83000000.0;264000000.0;228250000.0;93750000.0;-127500000.0;151250000.0;1568500000.0;27500000.0;2451000000.0;718500000.0;282000000.0;164000000.0;20000000.0;176500000.0;16672000000.0;25490500000.0;4785000000.0;10799664528.715199;512000000.0;10425500000.0;27500000.0;-549000000.0;-339750000.0;430250000.0;205500000.0;-1500000.0;498000000.0;256566412.3803916;697764597.1563826;1171295241.8120193;943500000.0;1982000000.0;0.0;;995000000.0;882000000.0;129000000.0;-28000000.0;3660604.727169629;-56750000.0;157500000.0;442000000.0;0.0;204000000.0;8514000000.0;5053500000.0;132500000.0;132500000.0;13117500000.0;5592000000.0;1339000000.0;5592000000.0;4253000000.0;8791000000.0;8818500000.0;-23250000.0;-65250000.0;5700000000.0;-30380273.21224457;6735000000.0
2018-03-31;2830000000.0;45000000.0;12232000000.0;-59000000.0;333000000.0;-79000000.0;-471000000.0;222000000.0;809000000.0;25191000000.0;11035000000.0;114000000.0;2041250000.0;2332000000.0;2672000000.0;44000000.0;1000000.0;45000000.0;1056000000.0;4007000000.0;5386000000.0;588000000.0;954448344.6464386;394000000.0;;158000000.0;-24000000.0;647000000.0;52000000.0;58000000.0;2707000000.0;365000000.0;189000000.0;361000000.0;0.0;0.0;142000000.0;85000000.0;276000000.0;245000000.0;119000000.0;-140000000.0;144000000.0;1572000000.0;30000000.0;2458000000.0;717000000.0;284000000.0;169000000.0;10000000.0;186000000.0;16800000000.0;25191000000.0;4969000000.0;10424000000.0;466000000.0;10428000000.0;26000000.0;-179000000.0;-374000000.0;572000000.0;46000000.0;1000000.0;354000000.0;256106859.72602367;712741450.3318852;1039113755.1803594;990000000.0;1626000000.0;-2000000.0;;1026000000.0;815000000.0;46000000.0;-25000000.0;3423634.5105641186;-80000000.0;158000000.0;501000000.0;-21000000.0;47000000.0;8596000000.0;5255000000.0;265000000.0;265000000.0;12586000000.0;5740000000.0;1352000000.0;5740000000.0;4388000000.0;8365000000.0;8391000000.0;-28000000.0;-127000000.0;5700000000.0;26433319.94640088;6644000000.0
2018-06-30;3029000000.0;44000000.0;12653000000.0;-58000000.0;332000000.0;-80000000.0;-470000000.0;125000000.0;771000000.0;25765000000.0;11436000000.0;108004742.66344205;2112875000.0;2058000000.0;2672000000.0;512000000.0;-3000000.0;509000000.0;1072000000.0;4221000000.0;5358000000.0;585000000.0;923009284.86969;399500000.0;;158000000.0;-22500000.0;635000000.0;45992152.200653985;65000000.0;2824000000.0;528159003.0401415;633000000.0;526539192.60326254;;;125000000.0;84000000.0;222000000.0;268500000.0;148250000.0;-137000000.0;140000000.0;1697000000.0;30000000.0;2637000000.0;777000000.0;276000000.0;163000000.0;13000000.0;204000000.0;16922000000.0;25765000000.0;5107000000.0;10424000000.0;444000000.0;10427000000.0;20000000.0;-173000000.0;-383250000.0;418000000.0;511000000.0;-3000000.0;789000000.0;258087222.1736972;719904293.1549517;1018551052.3167372;924000000.0;1563000000.0;1000000.0;;999000000.0;803000000.0;74000000.0;-19000000.0;1482044.7028295137;-55750000.0;157750000.0;485000000.0;-13250000.0;508000000.0;8825000000.0;5403000000.0;214000000.0;0.0;12939000000.0;6147000000.0;1339000000.0;6147000000.0;4808000000.0;8823000000.0;8843000000.0;3000000.0;-104000000.0;5700000000.0;32754949.93449092;6443000000.0
2018-09-30;3142000000.0;44000000.0;12913000000.0;-58000000.0;325000000.0;-81000000.0;-463000000.0;170000000.0;751000000.0;25751000000.0;11436000000.0;124592503.06434904;2184500000.0;2057000000.0;2672000000.0;442000000.0;-1000000.0;441000000.0;1072000000.0;4221000000.0;5456000000.0;594000000.0;548783670.5241852;405000000.0;;157000000.0;-21000000.0;722000000.0;47645624.55720991;72000000.0;2800000000.0;451857594.2202008;534000000.0;453869017.2401046;;;100000000.0;83000000.0;168000000.0;292000000.0;177500000.0;-140000000.0;136000000.0;1821000000.0;31000000.0;2887000000.0;890000000.0;247000000.0;176000000.0;10000000.0;168000000.0;16734000000.0;25751000000.0;4953000000.0;10424000000.0;408142857.14285713;9151714285.714285;19000000.0;-167000000.0;-392500000.0;264000000.0;435000000.0;-1000000.0;716000000.0;255000000.0;758000000.0;1019000000.0;966000000.0;1566000000.0;7000000.0;;1054000000.0;763000000.0;102000000.0;-42000000.0;1482044.7028295007;-31500000.0;157500000.0;469000000.0;-5500000.0;434000000.0;8821000000.0;5526000000.0;163000000.0;0.0;13216000000.0;6172000000.0;1339000000.0;6147000000.0;4808000000.0;8998000000.0;9017000000.0;1000000.0;-91000000.0;5500000000.0;35003336.42686528;6597000000.0
2018-12-31;3111000000.0;42000000.0;13112000000.0;-58000000.0;264000000.0;-82000000.0;-408500000.0;197000000.0;748500000.0;26370000000.0;11312000000.0;134249783.64256924;2438602071.063148;1718500000.0;2671500000.0;297500000.0;-500000.0;297000000.0;1072000000.0;4221000000.0;5414000000.0;524000000.0;454286666.80381775;410500000.0;;157000000.0;-19500000.0;702500000.0;49399961.47354294;65500000.0;2812000000.0;312451177.4055142;363000000.0;315044395.18109167;;;70000000.0;82000000.0;114000000.0;315500000.0;206750000.0;-141500000.0;132000000.0;1942000000.0;24000000.0;3075500000.0;968500000.0;227000000.0;165000000.0;9000000.0;186000000.0;17049000000.0;26370000000.0;5000000000.0;10365500000.0;372285714.28571427;7876428571.428572;19500000.0;-161000000.0;-401750000.0;110000000.0;293500000.0;-500000.0;540500000.0;255000000.0;758000000.0;1019000000.0;944000000.0;1661500000.0;4000000.0;;1041500000.0;780500000.0;130000000.0;-36000000.0;1562789.3016860709;-7250000.0;157250000.0;453000000.0;2250000.0;293000000.0;8837000000.0;5574000000.0;112000000.0;30500000.0;13475000000.0;5954500000.0;1339000000.0;6147000000.0;4808000000.0;9301500000.0;9321000000.0;1500000.0;-2000000.0;5400000000.0;79350814.50971532;6633500000.0
2019-03-31;3080000000.0;49000000.0;13311000000.0;-47001319.188578784;203000000.0;-82000000.0;-354000000.0;224000000.0;746000000.0;26989000000.0;11188000000.0;207098772.18624663;2317100456.61598;1380000000.0;2671000000.0;153000000.0;0.0;153000000.0;1273743966.3520417;4637379364.922586;5372000000.0;454000000.0;359789663.08354187;416000000.0;;157000000.0;-18000000.0;683000000.0;0.0;59000000.0;2824000000.0;191618248.9206466;192000000.0;204179386.39637002;;;40000000.0;81000000.0;60000000.0;339000000.0;236000000.0;-143000000.0;128000000.0;2063000000.0;24000000.0;3264000000.0;1047000000.0;207000000.0;154000000.0;8000000.0;189000000.0;17364000000.0;26989000000.0;5047000000.0;10307000000.0;336428571.42857146;6601142857.142857;20000000.0;-155000000.0;-411000000.0;-44000000.0;152000000.0;0.0;365000000.0;255000000.0;758000000.0;1019000000.0;922000000.0;1757000000.0;1000000.0;;1029000000.0;798000000.0;158000000.0;-30000000.0;0.0;17000000.0;157000000.0;437000000.0;10000000.0;152000000.0;8853000000.0;5622000000.0;61000000.0;61000000.0;13734000000.0;5737000000.0;1543867121.8884754;6068309423.975745;4988632293.643745;9605000000.0;9625000000.0;2000000.0;87000000.0;5300000000.0;42000000.0;6670000000.0
2019-06-30;3017000000.0;64000000.0;13592000000.0;-49405787.74082824;203000000.0;-82000000.0;-352000000.0;58000000.0;757000000.0;26880000000.0;11220000000.0;201630357.26910448;2416854088.0542984;1176000000.0;2670000000.0;76000000.0;2000000.0;78000000.0;1302619282.8912342;4682109322.518904;5627000000.0;469000000.0;1125100734.763092;399000000.0;;157000000.0;-23500000.0;650000000.0;0.0;56000000.0;2825000000.0;122264122.61588497;151000000.0;137937593.46432042;;;74000000.0;89750000.0;107500000.0;347000000.0;196750000.0;-144000000.0;132000000.0;2102000000.0;21000000.0;3347000000.0;1089000000.0;194000000.0;156000000.0;4000000.0;189000000.0;17356000000.0;26880000000.0;4955000000.0;10307000000.0;300571428.57142854;5325857142.857142;16000000.0;-342000000.0;-349500000.0;23250000.0;75000000.0;2000000.0;303000000.0;215000000.0;761000000.0;978000000.0;997000000.0;1671000000.0;1000000.0;;1073000000.0;864000000.0;85500000.0;-8000000.0;48000000.0;18000000.0;157250000.0;381000000.0;10500000.0;77000000.0;8778000000.0;5700000000.0;314000000.0;247000000.0;13652000000.0;5930000000.0;1545840270.6632366;6275470830.439935;5175760338.589961;9508000000.0;9524000000.0;5000000.0;83000000.0;5200000000.0;108000000.0;6520000000.0
2019-09-30;2733000000.0;64000000.0;13841000000.0;-49828068.049552396;203000000.0;-83000000.0;-353000000.0;108000000.0;762000000.0;26789000000.0;11220000000.0;204665499.06297922;3347547656.7947845;1571000000.0;2670000000.0;295000000.0;1000000.0;296000000.0;1189077817.508267;4279542519.4607115;5014000000.0;476000000.0;1595000000.0;382000000.0;;158000000.0;-29000000.0;657000000.0;0.0;53000000.0;2832000000.0;326929900.48065764;372000000.0;341198461.1532304;;;76000000.0;98500000.0;155000000.0;355000000.0;157500000.0;-141000000.0;136000000.0;2122000000.0;12000000.0;3380000000.0;1114000000.0;179000000.0;144000000.0;6000000.0;177000000.0;17027000000.0;26789000000.0;4692000000.0;10313000000.0;269323593.58092356;5367447244.580139;17000000.0;-529000000.0;-288000000.0;90500000.0;295000000.0;1000000.0;536000000.0;208000000.0;762000000.0;985000000.0;979000000.0;1687000000.0;0.0;;1094000000.0;784000000.0;13000000.0;-23000000.0;40333333.333333336;19000000.0;157500000.0;325000000.0;11000000.0;296000000.0;8721000000.0;5290000000.0;567000000.0;0.0;13800000000.0;5550000000.0;1414866516.3405342;5796352768.917094;4793720120.027786;9745000000.0;9762000000.0;-10000000.0;90000000.0;5200000000.0;410666666.6666667;6480000000.0
2019-12-31;2686500000.0;64000000.0;13409500000.0;-49016986.71814333;208500000.0;-82000000.0;-352000000.0;109000000.0;765500000.0;25205500000.0;10937500000.0;282821982.7557787;4278241225.5352707;2268000000.0;2669500000.0;-355500000.0;1500000.0;-354000000.0;1301315494.1353588;4225032962.9901004;5311000000.0;476500000.0;1595000000.0;365000000.0;;158000000.0;-34500000.0;602000000.0;-84000000.0;53500000.0;2822000000.0;-211727936.1170209;-262000000.0;-189457280.8408968;;;97500000.0;107250000.0;202500000.0;363000000.0;118250000.0;-137500000.0;140000000.0;2008500000.0;12000000.0;3300000000.0;1145000000.0;159000000.0;146500000.0;8000000.0;177000000.0;16903000000.0;25205500000.0;4872500000.0;9973000000.0;203166916.26174688;3433723622.2900543;15000000.0;-716000000.0;-226500000.0;157750000.0;-361000000.0;1500000.0;-17500000.0;215000000.0;782500000.0;941000000.0;1089500000.0;1563500000.0;5500000.0;;1272500000.0;798500000.0;-59500000.0;-23000000.0;32666666.666666664;20000000.0;157750000.0;269000000.0;11500000.0;-359500000.0;7472000000.0;5070000000.0;820000000.0;536500000.0;12307000000.0;5293500000.0;1665920739.4981747;4684729511.710523;3980369422.31697;8287500000.0;8302500000.0;-4000000.0;86000000.0;5150000000.0;713333333.3333334;6446000000.0
