end;AccountsPayableCurrent;AccrualForEnvironmentalLossContingencies;AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment;AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax;AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax;AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax;AccumulatedOtherComprehensiveIncomeLossNetOfTax;AdditionalPaidInCapitalCommonStock;AllowanceForDoubtfulAccountsReceivableCurrent;Assets;AssetsCurrent;AvailableForSaleSecurities;CashAndCashEquivalentsAtCarryingValue;CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;CommonStockValue;ComprehensiveIncomeNetOfTax;ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest;ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest;CostOfGoodsSold;CostOfServices;CostsAndExpenses;DeferredCompensationLiabilityClassifiedNoncurrent;DeferredIncomeTaxAssetsNet;DepreciationDepletionAndAmortization;DiscontinuedOperationTaxEffectOfDiscontinuedOperation;DividendsCommonStock;EffectOfExchangeRateOnCashAndCashEquivalents;EmployeeRelatedLiabilitiesCurrent;GainsLossesOnExtinguishmentOfDebt;GeneralAndAdministrativeExpense;Goodwill;IncomeLossFromContinuingOperations;IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest;IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest;IncomeLossFromDiscontinuedOperationsNetOfTax;IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity;IncomeTaxExpenseBenefit;IncomeTaxesPaidNet;IncreaseDecreaseInAccountsPayable;IncreaseDecreaseInAccountsReceivable;IncreaseDecreaseInInventories;InterestIncomeExpenseNonoperatingNet;InterestPaidNet;InventoryFinishedGoodsNetOfReserves;InventoryLIFOReserve;InventoryNet;InventoryRawMaterialsAndSupplies;InventoryValuationReserves;InventoryWorkInProcess;InvestmentIncomeInterest;LIFOInventoryAmount;Liabilities;LiabilitiesAndStockholdersEquity;LiabilitiesCurrent;LongTermDebtAndCapitalLeaseObligations;LongTermDebtCurrent;LongTermDebtNoncurrent;MinorityInterest;NetCashProvidedByUsedInFinancingActivities;NetCashProvidedByUsedInInvestingActivities;NetCashProvidedByUsedInOperatingActivities;NetIncomeLoss;NetIncomeLossAttributableToNoncontrollingInterest;OperatingIncomeLoss;OperatingLeaseLiabilityCurrent;OperatingLeaseLiabilityNoncurrent;OperatingLeaseRightOfUseAsset;OtherAssetsCurrent;OtherAssetsNoncurrent;OtherComprehensiveIncomeLossNetOfTax;OtherComprehensiveIncomeOtherNetOfTax;OtherLiabilitiesCurrent;OtherLiabilitiesNoncurrent;OtherNoncashIncomeExpense;OtherNonoperatingIncomeExpense;OtherRestructuringCosts;PaymentsForProceedsFromOtherInvestingActivities;PaymentsOfDividendsCommonStock;PaymentsToAcquireProductiveAssets;ProceedsFromPaymentsForOtherFinancingActivities;ProfitLoss;PropertyPlantAndEquipmentNet;ReceivablesNetCurrent;RestructuringCharges;RestructuringSettlementAndImpairmentProvisions;RetainedEarningsAccumulatedDeficit;RevenueFromContractWithCustomerIncludingAssessedTax;SalesRevenueGoodsNet;SalesRevenueNet;SalesRevenueServicesNet;StockholdersEquity;StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest;StockholdersEquityOther;StockIssuedDuringPeriodValueShareBasedCompensation;StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1;TangibleAssetImpairmentCharges;TreasuryStockValue
2020-03-31;2640000000.0;64000000.0;12978000000.0;-56783096.63108161;214000000.0;-82000000.0;-351000000.0;110000000.0;769000000.0;23622000000.0;10655000000.0;356978466.44857836;5208934794.275757;1385000000.0;2669000000.0;-1006000000.0;2000000.0;-1004000000.0;1413553170.7624505;4170523406.5194893;5608000000.0;477000000.0;1595000000.0;348000000.0;;158000000.0;-40000000.0;547000000.0;-168000000.0;54000000.0;2812000000.0;-750385772.7147;-896000000.0;-720113022.8350241;;;119000000.0;116000000.0;250000000.0;371000000.0;79000000.0;-134000000.0;144000000.0;1895000000.0;12000000.0;3220000000.0;1176000000.0;139000000.0;149000000.0;10000000.0;177000000.0;16779000000.0;23622000000.0;5053000000.0;9633000000.0;193000000.0;1500000000.0;13000000.0;-903000000.0;-165000000.0;225000000.0;-1017000000.0;2000000.0;-571000000.0;222000000.0;803000000.0;897000000.0;1200000000.0;1440000000.0;11000000.0;;1451000000.0;813000000.0;-132000000.0;-23000000.0;25000000.0;21000000.0;158000000.0;213000000.0;12000000.0;-1015000000.0;6223000000.0;4850000000.0;1073000000.0;1073000000.0;10814000000.0;5037000000.0;1916974962.6558151;3573106254.50395;3167018724.606156;6830000000.0;6843000000.0;2000000.0;82000000.0;5100000000.0;1016000000.0;6412000000.0
2020-06-30;1708000000.0;65094941.16463843;11145000000.0;-59475880.76788643;204000000.0;-84000000.0;-342000000.0;125000000.0;796000000.0;21104000000.0;9099000000.0;222321100.63438404;6224104978.151657;1811000000.0;2666000000.0;-1667000000.0;-5000000.0;-1672000000.0;1228501901.228245;2837319984.108642;5107000000.0;511000000.0;2034000000.0;307333333.3333333;;40000000.0;-38333333.333333336;486000000.0;0.0;43000000.0;2801000000.0;-1578904932.8650208;-2083000000.0;-1568762851.1749072;;;-402000000.0;95333333.33333333;235000000.0;295666666.6666667;53000000.0;-124000000.0;142000000.0;1514000000.0;13553655.83827819;2745000000.0;1154000000.0;139000000.0;77000000.0;7000000.0;118968009.72226821;15908000000.0;21104000000.0;4094000000.0;9638000000.0;188000000.0;1500000000.0;7000000.0;-676333333.3333334;-130666666.66666666;217666666.66666666;-1676000000.0;-5000000.0;-1911000000.0;212000000.0;779000000.0;750000000.0;1198000000.0;1264000000.0;9000000.0;;1500000000.0;886000000.0;-26000000.0;-48000000.0;160000000.0;19333333.333333332;118666666.66666666;176666666.66666666;9666666.666666666;-1681000000.0;5156000000.0;3345000000.0;715333333.3333333;2147000000.0;9098000000.0;3196000000.0;1525170137.5084343;3294569780.4890413;2722408506.8806643;5189000000.0;5196000000.0;1000000.0;66000000.0;5100000000.0;1252000000.0;6358000000.0
2020-09-30;1548000000.0;52253746.35421902;11240000000.0;-62616047.635598764;203000000.0;-84000000.0;-340000000.0;23000000.0;818000000.0;20874000000.0;9023000000.0;229422024.95750928;2123728026.8898346;2115000000.0;2666000000.0;-16000000.0;-1000000.0;-17000000.0;1191017311.0934832;2649855284.711026;2833000000.0;530000000.0;2056000000.0;266666666.6666667;;40000000.0;-36666666.666666664;503000000.0;0.0;41000000.0;2804000000.0;31589050.526861526;-1000000.0;40924913.55395648;;;18000000.0;74666666.66666666;220000000.0;220333333.33333334;27000000.0;-122000000.0;140000000.0;1452000000.0;21720205.16946596;2580000000.0;1061000000.0;139000000.0;67000000.0;11000000.0;110477827.42678514;15671000000.0;20874000000.0;3923000000.0;9632000000.0;195000000.0;1500000000.0;3000000.0;-449666666.6666667;-96333333.33333333;210333333.33333334;-17000000.0;-2000000.0;142000000.0;240000000.0;754000000.0;761000000.0;1183000000.0;1197000000.0;2000000.0;;1437000000.0;832000000.0;80000000.0;-21000000.0;8000000.0;17666666.666666668;79333333.33333333;140333333.3333333;7333333.333333333;-19000000.0;5033000000.0;3145000000.0;357666666.6666666;133000000.0;8987000000.0;2975000000.0;1482493081.4200687;2862124365.832847;2372249305.878638;5200000000.0;5203000000.0;2000000.0;66000000.0;5100000000.0;31000000.0;6136000000.0
2021-03-31;1769000000.0;47667605.35049784;10999000000.0;-67482337.01665941;225000000.0;-85000000.0;-362000000.0;34000000.0;791000000.0;20575000000.0;9520000000.0;250062189.1798401;2274018473.207561;2446000000.0;2666000000.0;170000000.0;1000000.0;171000000.0;1259231836.7733264;2873051613.0520086;3081000000.0;518000000.0;2165000000.0;226000000.0;;40000000.0;-35000000.0;479000000.0;0.0;48000000.0;2804000000.0;202983323.81200027;223000000.0;218311331.25092748;;;52000000.0;54000000.0;205000000.0;145000000.0;1000000.0;-125000000.0;138000000.0;1337000000.0;24636829.930604436;2349000000.0;935000000.0;129185048.48969206;77000000.0;10000000.0;121518579.24224246;15396000000.0;20575000000.0;4225000000.0;9127000000.0;515000000.0;1500000000.0;9000000.0;-223000000.0;-62000000.0;203000000.0;170000000.0;1000000.0;370000000.0;250000000.0;718000000.0;760000000.0;1475000000.0;1095000000.0;0.0;;1212000000.0;808000000.0;186000000.0;-22000000.0;17000000.0;16000000.0;40000000.0;104000000.0;5000000.0;171000000.0;4231000000.0;3250000000.0;0.0;0.0;8709000000.0;3451000000.0;1561978955.8746758;3130114890.7233615;2563505526.6220355;5170000000.0;5179000000.0;1000000.0;66000000.0;5100000000.0;20666666.666666664;5877000000.0
2021-06-30;1891000000.0;49043447.651614204;11081000000.0;-66471830.2205728;225000000.0;-84000000.0;-360000000.0;26000000.0;774000000.0;20917000000.0;9927000000.0;274231252.18626404;2234869012.7097797;2658000000.0;2666000000.0;229000000.0;3000000.0;232000000.0;1291877823.0243134;3073727443.88789;3273000000.0;536000000.0;2174000000.0;227500000.0;;40000000.0;-30500000.0;528000000.0;0.0;51000000.0;2804000000.0;251204474.3458702;295000000.0;270960983.2072137;;;65000000.0;60000000.0;205500000.0;200750000.0;57000000.0;-120000000.0;137000000.0;1351000000.0;23761842.502262898;2355000000.0;924000000.0;128926960.11363733;80000000.0;14000000.0;129101026.86759114;15488000000.0;20917000000.0;4334000000.0;9124000000.0;515000000.0;1500000000.0;9000000.0;-334250000.0;-85250000.0;139750000.0;227000000.0;3000000.0;434000000.0;247000000.0;688000000.0;735000000.0;1455000000.0;1063000000.0;2000000.0;;1153000000.0;806000000.0;163250000.0;-19000000.0;26000000.0;17500000.0;57000000.0;125250000.0;23750000.0;230000000.0;4214000000.0;3459000000.0;5500000.0;0.0;8896000000.0;3707000000.0;1600958630.178465;3473873157.7430916;2880655540.3919516;5420000000.0;5429000000.0;3000000.0;61000000.0;5100000000.0;10333333.333333332;5808000000.0
2021-09-30;2011000000.0;43998692.547520846;11377000000.0;-70547323.6545061;224000000.0;-85000000.0;-360000000.0;24000000.0;765000000.0;21025000000.0;9431000000.0;292017964.02505493;2195719552.2119994;2632000000.0;2666000000.0;236000000.0;4000000.0;240000000.0;1288893864.0400832;3160982817.193969;3414000000.0;547000000.0;2149000000.0;229000000.0;;41000000.0;-26000000.0;583000000.0;0.0;46000000.0;2841000000.0;258151215.4693448;316000000.0;279550280.274312;;;76000000.0;66000000.0;206000000.0;256500000.0;113000000.0;-116000000.0;136000000.0;1398000000.0;26970129.73951523;2354000000.0;870000000.0;150505046.7438646;86000000.0;15000000.0;134444298.7295895;15332000000.0;21025000000.0;3946000000.0;9125000000.0;11000000.0;5834523030.530991;12000000.0;-445500000.0;-108500000.0;76500000.0;236000000.0;4000000.0;446000000.0;258000000.0;907000000.0;984000000.0;920000000.0;1385000000.0;0.0;;1083000000.0;807000000.0;140500000.0;-14000000.0;35000000.0;19000000.0;74000000.0;146500000.0;42500000.0;240000000.0;4235000000.0;3525000000.0;11000000.0;12000000.0;8927000000.0;3860000000.0;1573612970.0173483;3763963876.196597;3167743227.997966;5681000000.0;5693000000.0;1000000.0;66000000.0;5100000000.0;0.0;5576000000.0
2021-12-31;2286000000.0;48814140.601428136;11485500000.0;-69728834.28015204;136000000.0;-84500000.0;-269000000.0;12000000.0;758000000.0;21549000000.0;9574000000.0;373909097.5779419;3044000000.0;2393000000.0;2665500000.0;252000000.0;2500000.0;254500000.0;1302091304.486242;3421707514.9877076;3593500000.0;503500000.0;2446000000.0;230500000.0;;74500000.0;-21500000.0;508500000.0;-21000000.0;49000000.0;2845500000.0;286040645.38955986;324000000.0;307828549.23406374;;;72000000.0;72000000.0;206500000.0;312250000.0;169000000.0;-111500000.0;135000000.0;1461000000.0;23907673.740319803;2466000000.0;905500000.0;94041617.7583063;99500000.0;17000000.0;147856175.40993738;15186000000.0;21549000000.0;4195000000.0;8827500000.0;11000000.0;5790683433.085602;14000000.0;-556750000.0;-131750000.0;13250000.0;249500000.0;2500000.0;478500000.0;247500000.0;861000000.0;948500000.0;939500000.0;1482500000.0;2500000.0;;880500000.0;799000000.0;117750000.0;-22000000.0;19333333.333333336;20500000.0;91000000.0;167750000.0;61250000.0;252000000.0;4252500000.0;3775500000.0;16500000.0;9000000.0;9353500000.0;4072000000.0;1583929885.3779602;3823805180.3522663;3243740782.1751885;6349000000.0;6363000000.0;2666666.666666667;105000000.0;5100000000.0;33333333.333333332;5413000000.0
2022-03-31;2561000000.0;53629588.6553354;11594000000.0;-68910344.90579806;48000000.0;-84000000.0;-178000000.0;0.0;751000000.0;22073000000.0;9717000000.0;455800231.13079834;2869500000.0;2154000000.0;2665000000.0;268000000.0;1000000.0;269000000.0;1315288744.932401;3682432212.781446;3773000000.0;460000000.0;2743000000.0;232000000.0;;108000000.0;-17000000.0;434000000.0;-42000000.0;52000000.0;2850000000.0;313930075.3097745;332000000.0;336106818.19381523;;;68000000.0;78000000.0;207000000.0;368000000.0;225000000.0;-107000000.0;134000000.0;1524000000.0;20845217.7411244;2578000000.0;941000000.0;37578188.77275343;113000000.0;19000000.0;161268052.09028524;15040000000.0;22073000000.0;4444000000.0;8530000000.0;11000000.0;5746843835.639847;16000000.0;-668000000.0;-155000000.0;-50000000.0;263000000.0;1000000.0;511000000.0;237000000.0;815000000.0;913000000.0;959000000.0;1580000000.0;5000000.0;;678000000.0;791000000.0;95000000.0;-30000000.0;3666666.666666668;22000000.0;108000000.0;189000000.0;80000000.0;264000000.0;4270000000.0;4026000000.0;22000000.0;6000000.0;9780000000.0;4284000000.0;1594246800.7385674;3883646484.507948;3319738336.3524265;7017000000.0;7033000000.0;4333333.333333334;144000000.0;5100000000.0;66666666.666666664;5250000000.0
2022-06-30;2794000000.0;58215729.65905662;11354000000.0;-73380762.7580931;48000000.0;-85000000.0;-179000000.0;0.0;746000000.0;22445000000.0;10262000000.0;479575172.5243683;2695000000.0;2226000000.0;2665000000.0;108000000.0;8000000.0;116000000.0;1415679873.9493208;4050272710.6915064;4700000000.0;466000000.0;2703000000.0;234250000.0;;109000000.0;-17000000.0;513000000.0;0.0;67000000.0;2828000000.0;147659070.25829557;231000000.0;173440595.32237625;;;114000000.0;95500000.0;169500000.0;419750000.0;221250000.0;-101000000.0;132250000.0;1586000000.0;17928592.979985908;2654000000.0;945000000.0;25066744.61227463;123000000.0;24000000.0;175453218.18634522;15297000000.0;22445000000.0;4766000000.0;8525000000.0;236509070.42163134;7448695674.576447;18000000.0;-563250000.0;-190000000.0;-7000000.0;109000000.0;8000000.0;374000000.0;227000000.0;786000000.0;894000000.0;992000000.0;1593000000.0;-1000000.0;;690000000.0;754000000.0;82750000.0;-42000000.0;-12000000.0;33500000.0;117250000.0;208750000.0;59000000.0;117000000.0;4165000000.0;4390000000.0;16500000.0;3000000.0;9617000000.0;5074000000.0;1687440984.6804352;4862427848.494237;4084042593.7378507;7130000000.0;7148000000.0;6000000.0;114000000.0;5100000000.0;100000000.0;4973000000.0
2022-09-30;3064000000.0;59591571.96017298;11503000000.0;-81329634.85826065;49000000.0;-87000000.0;-181000000.0;32000000.0;741000000.0;22563000000.0;10411000000.0;565828096.7653961;2520500000.0;1977000000.0;2664000000.0;541000000.0;6000000.0;547000000.0;1429288490.3060951;4295187887.904968;4511000000.0;473000000.0;2653000000.0;236500000.0;;110000000.0;-17000000.0;538000000.0;0.0;59000000.0;2828000000.0;561297579.0182323;705000000.0;581433489.8660469;;;156000000.0;113000000.0;132000000.0;471500000.0;217500000.0;-93000000.0;130500000.0;1764000000.0;17053605.551644363;2842000000.0;954000000.0;-2368207.9409632236;124000000.0;31000000.0;188408679.7950113;14918000000.0;22563000000.0;4968000000.0;7927000000.0;191868032.27923083;8436858850.197861;24000000.0;-458500000.0;-225000000.0;36000000.0;544000000.0;5000000.0;846000000.0;224000000.0;803000000.0;927000000.0;978000000.0;1541000000.0;-2000000.0;;607000000.0;747000000.0;70500000.0;-48000000.0;-12000000.0;45000000.0;126500000.0;228500000.0;38000000.0;549000000.0;4203000000.0;4614000000.0;11000000.0;0.0;10024000000.0;5357000000.0;1695076719.8928223;5322946102.375132;4427159670.690989;7621000000.0;7645000000.0;-1000000.0;59000000.0;5100000000.0;100000000.0;4918000000.0
2022-12-31;3122000000.0;58903650.80961481;11596000000.0;-71295885.36790346;75500000.0;-85000000.0;-205000000.0;16000000.0;730500000.0;23091000000.0;10828000000.0;166554202.6793785;2346000000.0;1928000000.0;2664000000.0;596500000.0;5000000.0;601500000.0;1452161949.3577378;4516159278.565287;4605500000.0;425000000.0;2613500000.0;238750000.0;;127500000.0;-16198741.485210998;506000000.0;0.0;56500000.0;2828500000.0;613728463.9116862;767000000.0;633519243.3544917;;;165000000.0;130500000.0;94500000.0;523250000.0;213750000.0;-97000000.0;128750000.0;1879500000.0;17491099.26581514;2987500000.0;982500000.0;90913212.23625389;125500000.0;24000000.0;194424773.1485157;15046000000.0;23091000000.0;5117000000.0;7928000000.0;180308326.24108052;320370112.082077;27000000.0;-353750000.0;-260000000.0;79000000.0;597500000.0;4500000.0;911500000.0;225500000.0;807500000.0;933500000.0;1008000000.0;1577000000.0;-500000.0;;700000000.0;768500000.0;58250000.0;-47500000.0;-12000000.0;56500000.0;135750000.0;248250000.0;17000000.0;602000000.0;4301000000.0;4904500000.0;5500000.0;0.0;10549500000.0;5517000000.0;1633513155.009697;5898681368.205655;4974633707.849821;8018000000.0;7977000000.0;1000000.0;59500000.0;4950000000.0;100000000.0;5006500000.0
2023-03-31;3180000000.0;58215729.65905662;11689000000.0;-61262135.877546296;102000000.0;-83000000.0;-229000000.0;0.0;720000000.0;23619000000.0;11245000000.0;133635231.50104523;2325500000.0;1879000000.0;2664000000.0;652000000.0;4000000.0;656000000.0;1473314839.5231142;4736766472.765303;4700000000.0;377000000.0;2574000000.0;241000000.0;;145000000.0;-15811697.566550352;474000000.0;0.0;54000000.0;2829000000.0;666159348.8051394;829000000.0;685604996.8429387;;;174000000.0;148000000.0;57000000.0;575000000.0;210000000.0;-101000000.0;127000000.0;1995000000.0;17928592.979985923;3133000000.0;1011000000.0;117484199.84225947;127000000.0;17000000.0;200433872.72592616;15174000000.0;23619000000.0;5266000000.0;7929000000.0;167593498.50603843;-4313086537.785187;30000000.0;-249000000.0;-295000000.0;122000000.0;651000000.0;4000000.0;977000000.0;227000000.0;812000000.0;940000000.0;1038000000.0;1632000000.0;1000000.0;;793000000.0;790000000.0;46000000.0;-47000000.0;-992335.6188111492;68000000.0;145000000.0;268000000.0;-4000000.0;655000000.0;4399000000.0;5195000000.0;0.0;0.0;11075000000.0;5677000000.0;1771752623.0486984;5803551988.526451;4613953600.992942;8415000000.0;8445000000.0;3000000.0;60000000.0;4800000000.0;25936975.217197537;5095000000.0
2023-06-30;3188000000.0;46291763.04938145;11768000000.0;-59272775.53031929;102000000.0;-82000000.0;-228000000.0;0.0;723000000.0;24073000000.0;11443000000.0;119244751.30490494;2305000000.0;2105000000.0;2663000000.0;611000000.0;6000000.0;617000000.0;1383215304.803783;4539518765.500807;4787000000.0;385000000.0;2570000000.0;246500000.0;;144000000.0;-15627150.265583634;567000000.0;0.0;54000000.0;2840000000.0;640395138.6762947;783000000.0;659274724.7699065;;;167000000.0;134750000.0;32500000.0;498250000.0;165500000.0;-102000000.0;124750000.0;2075000000.0;25511817.35894598;3241000000.0;1037000000.0;138034949.15890527;129000000.0;18000000.0;196890576.64815617;15346000000.0;24073000000.0;5346000000.0;7931000000.0;-43618783.617061615;-7969507202.558456;34000000.0;-292250000.0;-316500000.0;213250000.0;610000000.0;6000000.0;1011000000.0;253000000.0;892000000.0;1054000000.0;1151000000.0;1683000000.0;1000000.0;;721000000.0;792000000.0;45500000.0;-22000000.0;-70513.58020466939;76000000.0;146500000.0;283500000.0;-8250000.0;616000000.0;4483000000.0;4946000000.0;0.0;0.0;11459000000.0;5798000000.0;1686479045.530758;5757288142.724562;4633666557.7741165;8693000000.0;8727000000.0;2000000.0;61000000.0;4500000000.0;28331832.095591426;5201000000.0
2023-09-30;3238000000.0;48584833.55124207;11891000000.0;-65930081.25251816;102000000.0;-83000000.0;-227000000.0;26000000.0;718000000.0;24442000000.0;11600000000.0;132549833.67479706;2284500000.0;2036000000.0;2663000000.0;717000000.0;8000000.0;725000000.0;1371965997.9016576;4665886838.810234;4767000000.0;392000000.0;2517000000.0;252000000.0;;144000000.0;-15863383.513743628;643000000.0;0.0;58000000.0;2850000000.0;713777604.6776111;916000000.0;741948394.6122768;;;192000000.0;121500000.0;8000000.0;421500000.0;121000000.0;-93000000.0;122500000.0;2100000000.0;24053504.97837674;3336000000.0;1099000000.0;122536570.62579158;137000000.0;26000000.0;200845461.52923492;15253000000.0;24442000000.0;5419000000.0;7783000000.0;17104747.49333;-11661511194.01883;39000000.0;-335500000.0;-338000000.0;304500000.0;716000000.0;8000000.0;1037000000.0;248000000.0;869000000.0;1032000000.0;1104000000.0;1710000000.0;1000000.0;;692000000.0;790000000.0;45000000.0;-28000000.0;-628934.46018444;84000000.0;148000000.0;299000000.0;-12500000.0;724000000.0;4733000000.0;5124000000.0;0.0;0.0;12018000000.0;5804000000.0;1689495197.9177628;6123992749.573811;5000166590.207731;9150000000.0;9189000000.0;3000000.0;84000000.0;4300000000.0;21478382.275529087;5330000000.0
2023-12-31;3147000000.0;42164236.14603238;12064000000.0;-65964008.142334476;207000000.0;-84000000.0;-331000000.0;63000000.0;742000000.0;24683000000.0;11543000000.0;142298068.5920906;2264000000.0;2264000000.0;2663000000.0;661000000.0;6000000.0;667000000.0;1267159353.5119035;4418039362.985689;4792000000.0;408000000.0;2505000000.0;257500000.0;;147500000.0;-16005417.89916168;689000000.0;0.0;59500000.0;2850000000.0;678078481.5421063;851500000.0;698696933.8651546;;;185000000.0;108250000.0;-16500000.0;344750000.0;76500000.0;-92500000.0;120250000.0;2069000000.0;28136779.64397064;3226000000.0;1021000000.0;164149914.27718553;136000000.0;24000000.0;193304646.4252904;15250000000.0;24683000000.0;5608000000.0;7636000000.0;-103922442.76604843;-17594644498.46765;42000000.0;-378750000.0;-359500000.0;395750000.0;661000000.0;5500000.0;1012000000.0;262000000.0;911000000.0;1088000000.0;1193000000.0;1797000000.0;500000.0;;750000000.0;687000000.0;44500000.0;-68000000.0;525443.3351323195;92000000.0;149500000.0;314500000.0;-16750000.0;666500000.0;4900000000.0;4860000000.0;52019458.950514436;0.0;12536000000.0;5804000000.0;1608885056.2436619;5849924890.202327;4719326312.240709;9391000000.0;9433000000.0;1500000.0;62500000.0;4050000000.0;36820888.818852186;5540000000.0
2024-03-31;3092000000.0;39871165.644171774;12218000000.0;-61638681.360483244;210000000.0;-83000000.0;-332000000.0;0.0;743000000.0;24654000000.0;11423000000.0;134061858.01475906;2264000000.0;1891000000.0;2662000000.0;605000000.0;4000000.0;609000000.0;1283193402.9555604;4563371282.356535;4817000000.0;381000000.0;2472000000.0;263000000.0;;151000000.0;-15935329.73841363;542000000.0;0.0;61000000.0;2850000000.0;642379358.4066014;787000000.0;655445473.1180321;;;178000000.0;95000000.0;-41000000.0;268000000.0;32000000.0;-92000000.0;118000000.0;2098000000.0;29595092.024539858;3258000000.0;1019000000.0;170090738.8926409;141000000.0;22000000.0;194414479.65140697;14972000000.0;24654000000.0;5379000000.0;7637000000.0;-30705234.123650074;-22731825213.043076;46000000.0;-422000000.0;-381000000.0;487000000.0;606000000.0;3000000.0;987000000.0;267000000.0;883000000.0;1082000000.0;1171000000.0;1854000000.0;0.0;;739000000.0;692000000.0;44000000.0;-108000000.0;-130283.59087795019;100000000.0;151000000.0;330000000.0;-21000000.0;609000000.0;4973000000.0;5103000000.0;80533143.93937564;0.0;12988000000.0;5804000000.0;1625736263.5941677;5826699386.644534;4524476727.389261;9636000000.0;9682000000.0;0.0;41000000.0;3800000000.0;43109088.21032226;5682000000.0
2024-06-30;3295000000.0;43998692.54752083;12371000000.0;-61638681.360483244;210000000.0;-83000000.0;-332000000.0;0.0;752000000.0;25152000000.0;11878000000.0;412810490.82185364;2264000000.0;2138000000.0;2663000000.0;709000000.0;4000000.0;713000000.0;1294901488.4928439;4786584078.033057;4801000000.0;375000000.0;2420000000.0;263000000.0;;151000000.0;-19659897.883192327;619000000.0;30262406.586067513;62000000.0;2858000000.0;709159132.4969001;920000000.0;723919440.1371313;;;207000000.0;95000000.0;-41000000.0;268000000.0;32000000.0;-92000000.0;118000000.0;2063000000.0;26970129.73951523;3282000000.0;1070000000.0;111455729.91202244;149000000.0;22000000.0;204905395.6607214;15106000000.0;25152000000.0;5576000000.0;7638000000.0;102654681.61786175;-24229918429.131775;46000000.0;-422000000.0;-381000000.0;487000000.0;709000000.0;4000000.0;1032000000.0;258000000.0;832000000.0;1026000000.0;1131000000.0;1897000000.0;0.0;;708000000.0;685000000.0;44000000.0;-20000000.0;-97327.57327298075;100000000.0;151000000.0;330000000.0;-21000000.0;713000000.0;5073000000.0;5327000000.0;132573778.73222852;-379846745.1015904;13450000000.0;5833000000.0;1625554419.8834915;6538977090.429843;5158117223.406084;10000000000.0;10046000000.0;4000000.0;56000000.0;3600000000.0;61108950.135760725;5781000000.0
