2020-06-30;3034000000.0;2359000000.0;1059181818.1818181;1160000000.0;1000000000.0;;3215000000.0;52919000000.0;-1730126116.14679;-312000000.0;16235000000.0;;4316000000.0;89452000000.0;8437000000.0;149000000.0;1011000000.0;1213000000.0;63500000.0;70997799.75322893;213000000.0;-8109000000.0;577000000.0;;5879322200.343789;40996000000.0;-1500000.0;20153000000.0;110000000.0;-183750000.0;7887000000.0;8769890079.404642;2119000000.0;;-12692974.255759953;8000000.0;0.0;6128000000.0;33000000.0;34000000.0;301000000.0;-76000000.0;;-6716000000.0;-8184000000.0;-8301000000.0;-6716000000.0;-1415000000.0;193000000.0;-1468000000.0;310000000.0;503000000.0;1518000000.0;41000000.0;1477000000.0;70000000.0;89452000000.0;9919000000.0;38494000000.0;;2460000000.0;36034000000.0;1870819786.6200411;4073352941.1764708;-852750000.0;-1218000000.0;1231750000.0;1168250000.0;-8353000000.0;10500000.0;-8353000000.0;-562714285.7142857;117000000.0;3787176046.814008;120584067.25380301;420000000.0;740000000.0;1129000000.0;2054000000.0;20000000.0;5000000.0;1000000.0;0.0;0.0;-1000000.0;22000000.0;22000000.0;-325564847.3577743;-67020.3695734088;;;114000000.0;945000000.0;4394000000.0;750000.0;737500000.0;1119750000.0;1816000000.0;9762000000.0;19204861.741519094;-8131000000.0;72604000000.0;222000000.0;43500000.0;;78000000.0;631000000.0;8105000000.0;3308000000.0;2928000000.0;6528378615.396567;225000000.0;23346000000.0;23346000000.0;68000000.0;10657000000.0;0.0
2020-09-30;2682000000.0;2083000000.0;1060909090.9090909;1135000000.0;975000000.0;;3470000000.0;52038000000.0;-1915647211.5165205;-283000000.0;16505000000.0;;4135000000.0;84434000000.0;10694000000.0;5000000.0;1896000000.0;2074000000.0;83000000.0;52376840.34394029;216000000.0;-3546000000.0;618000000.0;;5776789449.743063;39017666666.666664;-243333333.33333337;18175000000.0;144000000.0;-149500000.0;7508000000.0;7838167402.456245;1915000000.0;;-13241813.244045231;10000000.0;-19000000.0;3125000000.0;29000000.0;33000000.0;292000000.0;88000000.0;;-3655000000.0;-4058000000.0;-4269000000.0;-3655000000.0;80000000.0;123000000.0;-403000000.0;353000000.0;753000000.0;1701000000.0;41000000.0;1660000000.0;63000000.0;84434000000.0;10500000000.0;38457000000.0;36025000000.0;2558000000.0;35899000000.0;1696420530.363529;3789470588.2352943;-686500000.0;-906000000.0;1124500000.0;1041500000.0;-6239000000.0;0.0;-3778000000.0;-446285714.28571427;211000000.0;3780949979.047888;120584067.2538031;459000000.0;786000000.0;1196000000.0;1445000000.0;28000000.0;8000000.0;0.0;-1000000.0;0.0;1000000.0;29000000.0;29000000.0;-296759811.13870215;-313050.183999212;;;231000000.0;885000000.0;3043000000.0;1500000.0;562000000.0;939500000.0;1728000000.0;9762000000.0;20249373.851032376;-3575000000.0;68421000000.0;203000000.0;87000000.0;;14000000.0;656000000.0;4317000000.0;4018000000.0;4108000000.0;6712678360.975744;166000000.0;19860000000.0;19860000000.0;180000000.0;10657000000.0;0.0
2020-12-31;3049000000.0;2564500000.0;;1143500000.0;1002000000.0;;3518000000.0;53075000000.0;-1588433850.2841778;-259000000.0;16552000000.0;;4082500000.0;81894500000.0;10384000000.0;23000000.0;2083000000.0;2271000000.0;102500000.0;43715247.23051152;216500000.0;-1819500000.0;606000000.0;;5604030729.978303;;-428032703.0475712;17566500000.0;148000000.0;-115250000.0;7224500000.0;7369431561.721956;2054500000.0;;-11597566.20705694;10500000.0;90500000.0;3147500000.0;28500000.0;46000000.0;311000000.0;243500000.0;;-1678000000.0;-1871500000.0;-2237000000.0;-1678000000.0;-182500000.0;122000000.0;-193500000.0;374000000.0;1017500000.0;1951500000.0;35000000.0;1916500000.0;66000000.0;81894500000.0;9565500000.0;37046500000.0;36025000000.0;440000000.0;35745000000.0;1604000759.688574;;-520250000.0;-594000000.0;1017250000.0;914750000.0;-4125000000.0;0.0;-2062000000.0;-282899752.0190892;365500000.0;4267693712.0379725;120584067.25380307;414000000.0;707000000.0;1072500000.0;1299000000.0;40000000.0;11500000.0;0.0;0.0;0.0;500000.0;41000000.0;41000000.0;-269367730.3752625;-251542.73039276112;;;244500000.0;868000000.0;2910000000.0;2250000.0;386500000.0;759250000.0;1640500000.0;9762000000.0;22128817.0552848;-1860500000.0;65889000000.0;201500000.0;130500000.0;;14500000.0;716000000.0;3478000000.0;4601000000.0;4700500000.0;6634964633.247684;166000000.0;19080000000.0;19080000000.0;195000000.0;10662500000.0;0.0
2021-03-31;3416000000.0;3046000000.0;;1152000000.0;1029000000.0;;3566000000.0;55205000000.0;-1888240781.0302145;-235000000.0;16585000000.0;;4030000000.0;79355000000.0;10074000000.0;41000000.0;2270000000.0;2468000000.0;122000000.0;33995100.92119226;217000000.0;-93000000.0;594000000.0;;5536129066.728698;35061000000.0;-727000000.0;16958000000.0;152000000.0;-81000000.0;6941000000.0;6890468106.312996;2194000000.0;;-13138300.365751881;11000000.0;200000000.0;3170000000.0;28000000.0;59000000.0;330000000.0;399000000.0;;299000000.0;315000000.0;-205000000.0;299000000.0;-445000000.0;121000000.0;16000000.0;395000000.0;1282000000.0;2202000000.0;29000000.0;2173000000.0;69000000.0;79355000000.0;8631000000.0;35636000000.0;36025000000.0;559000000.0;35466000000.0;1511580989.0136201;;-354000000.0;-282000000.0;910000000.0;788000000.0;-2011000000.0;0.0;-346000000.0;-163626445.0797062;520000000.0;4754437445.028056;120584067.2538031;369000000.0;628000000.0;949000000.0;1153000000.0;52000000.0;15000000.0;0.0;1000000.0;0.0;0.0;53000000.0;53000000.0;-246328753.17948544;-190035.2767863104;;;258000000.0;851000000.0;2777000000.0;3000000.0;211000000.0;579000000.0;1553000000.0;9762000000.0;24154410.14819753;-146000000.0;64073000000.0;200000000.0;174000000.0;;15000000.0;776000000.0;2639000000.0;5184000000.0;5293000000.0;6557250905.519621;166000000.0;18300000000.0;18300000000.0;210000000.0;10668000000.0;0.0
2021-06-30;3544000000.0;3288000000.0;;1143000000.0;1020000000.0;;4325000000.0;54720000000.0;-1800250904.3882344;-238000000.0;16638000000.0;;3949000000.0;79937000000.0;12844000000.0;52000000.0;4569000000.0;4766000000.0;91500000.0;55595380.992123544;217000000.0;100000000.0;676000000.0;;5234268451.355669;35061000000.0;-707000000.0;16755000000.0;147000000.0;-131000000.0;6808000000.0;5183938113.670788;2371000000.0;;-13120599.682582356;9000000.0;200000000.0;3249000000.0;86000000.0;50000000.0;332000000.0;-223000000.0;;100000000.0;143000000.0;187000000.0;100000000.0;3000000.0;179000000.0;43000000.0;385000000.0;917000000.0;1866000000.0;29000000.0;1837000000.0;71000000.0;79937000000.0;9586000000.0;35621000000.0;36003000000.0;651000000.0;35352000000.0;1518851147.0543666;;-1122750000.0;-377000000.0;1492250000.0;1400750000.0;103000000.0;0.0;-97000000.0;-97000000.0;-44000000.0;1926223624.8350618;120584067.25380316;331000000.0;583000000.0;860000000.0;1196000000.0;-3000000.0;-1000000.0;2599278.157984548;0.0;0.0;0.0;-3000000.0;-3000000.0;-238309599.86067644;-190035.27678631042;;;248000000.0;878000000.0;2844000000.0;11250000.0;212250000.0;648750000.0;1551000000.0;9762000000.0;21624398.709104598;103000000.0;61846000000.0;200000000.0;945250000.0;180000000.0;17000000.0;712000000.0;2533000000.0;6102000000.0;5958000000.0;6042242686.568079;177000000.0;18244000000.0;18244000000.0;244000000.0;10668000000.0;0.0
2021-09-30;3713000000.0;3477000000.0;;1123000000.0;1000000000.0;;3654000000.0;56548000000.0;-1711853643.1690378;-282000000.0;16692000000.0;;3942000000.0;75758000000.0;9899000000.0;29000000.0;2059000000.0;2294000000.0;61000000.0;75293163.29934123;217000000.0;784000000.0;731000000.0;;5293451637.313542;30760000000.0;-688000000.0;16844000000.0;135000000.0;20000000.0;6825000000.0;4727673936.079835;1916000000.0;;-12076286.137483142;9000000.0;200000000.0;3266000000.0;31000000.0;52000000.0;330000000.0;-26000000.0;;830000000.0;1217000000.0;1080000000.0;830000000.0;-2000000.0;163000000.0;387000000.0;449000000.0;884000000.0;1802000000.0;29000000.0;1773000000.0;75000000.0;75758000000.0;9126000000.0;31313000000.0;31695000000.0;418500000.0;32391500000.0;1473454927.6604033;;-1891500000.0;-472000000.0;2074500000.0;2013500000.0;828000000.0;0.0;623000000.0;623000000.0;137000000.0;-529825741.27306116;526676941.55324256;265000000.0;593000000.0;804000000.0;1272000000.0;-45000000.0;0.0;5327833.5166956885;2000000.0;0.0;1000000.0;-44000000.0;-44000000.0;-243909351.83390844;-313050.1839992123;;;256000000.0;843000000.0;2889000000.0;19500000.0;213500000.0;718500000.0;1595000000.0;9762000000.0;20916332.644897997;828000000.0;60644000000.0;200000000.0;1716500000.0;220000000.0;15000000.0;829000000.0;3152000000.0;6880000000.0;6792000000.0;6517719855.519445;240000000.0;18873000000.0;18873000000.0;289000000.0;10668000000.0;5000000.0
2021-12-31;4188500000.0;4455500000.0;;1105500000.0;966500000.0;;3505000000.0;56548000000.0;-1537050237.5863814;-231000000.0;16749000000.0;;3788000000.0;74990000000.0;9978500000.0;47000000.0;1984000000.0;2122500000.0;30500000.0;95838411.18623462;217000000.0;2844000000.0;774500000.0;;5157805442.057259;27973500000.0;-674000000.0;15797000000.0;124500000.0;-1110000000.0;5815500000.0;4755727292.482824;1779500000.0;;-10999574.21993919;66500000.0;200000000.0;3140500000.0;28000000.0;75500000.0;435000000.0;54500000.0;;2853000000.0;2150000000.0;1919500000.0;2853000000.0;-1000000.0;176000000.0;-703000000.0;410000000.0;741500000.0;1653500000.0;64000000.0;1589500000.0;91500000.0;74990000000.0;8913000000.0;28523000000.0;29033500000.0;186000000.0;29431000000.0;1434018547.1254234;;-2660250000.0;-567000000.0;2656750000.0;2626250000.0;2852000000.0;7970838.022147;2632500000.0;2632500000.0;230500000.0;601935675.7080317;1704346277.0216165;219000000.0;575500000.0;746500000.0;1290500000.0;-22000000.0;0.0;8056388.875406826;14500000.0;4000000.0;500000.0;-8000000.0;-8000000.0;-225489542.9805251;-251542.73039276147;;;277500000.0;820500000.0;3083500000.0;27750000.0;214750000.0;788250000.0;1568000000.0;9762000000.0;18868775.84918374;2852000000.0;60644000000.0;200000000.0;2487750000.0;122500000.0;16000000.0;846500000.0;6092000000.0;7546500000.0;7570500000.0;5569408956.565287;218000000.0;20327000000.0;21890000000.0;312000000.0;10688500000.0;19500000.0
2022-03-31;4664000000.0;5434000000.0;;1088000000.0;933000000.0;;3356000000.0;56548000000.0;-1335540886.912609;-180000000.0;16785000000.0;;3634000000.0;74222000000.0;10058000000.0;65000000.0;1909000000.0;1951000000.0;0.0;116383659.07312807;217000000.0;4904000000.0;818000000.0;;5206856739.039077;25187000000.0;-660000000.0;14750000000.0;114000000.0;-2240000000.0;4806000000.0;4643979109.179474;1643000000.0;;-9118960.825335357;124000000.0;200000000.0;3015000000.0;25000000.0;99000000.0;540000000.0;135000000.0;;4876000000.0;3083000000.0;2759000000.0;4876000000.0;0.0;189000000.0;-1793000000.0;371000000.0;599000000.0;1505000000.0;99000000.0;1406000000.0;108000000.0;74222000000.0;8700000000.0;25733000000.0;26372000000.0;507000000.0;25865000000.0;1394582166.590444;;-3429000000.0;-662000000.0;3239000000.0;3239000000.0;4876000000.0;7636938.787860036;4642000000.0;4642000000.0;324000000.0;1733697092.6891341;2882015612.4899917;173000000.0;558000000.0;689000000.0;1309000000.0;1000000.0;0.0;10784944.234117962;27000000.0;8000000.0;0.0;28000000.0;28000000.0;-205970994.08039337;-190035.27678631045;;;299000000.0;798000000.0;3278000000.0;36000000.0;216000000.0;858000000.0;1541000000.0;9762000000.0;27000000.0;4876000000.0;60644000000.0;200000000.0;3259000000.0;25000000.0;17000000.0;864000000.0;9032000000.0;8213000000.0;8349000000.0;4621098057.611128;196000000.0;24907000000.0;24907000000.0;335000000.0;10709000000.0;34000000.0
2022-06-30;5197000000.0;6350000000.0;1073000000.0;155000000.0;918000000.0;;3896000000.0;;-1882713055.8607411;-135000000.0;16914000000.0;;3600000000.0;74221000000.0;10408000000.0;13000000.0;1362000000.0;1401000000.0;0.0;123723138.06862807;218000000.0;3800000000.0;835000000.0;;5669010984.642594;20361000000.0;-1289000000.0;14918000000.0;88000000.0;203000000.0;5020000000.0;4728441779.723547;1728000000.0;;-6287897.080218026;125000000.0;200000000.0;3328000000.0;26000000.0;97000000.0;543000000.0;127000000.0;;3755000000.0;4986000000.0;4658000000.0;3755000000.0;0.0;201000000.0;1231000000.0;114000000.0;715000000.0;1663000000.0;99000000.0;1564000000.0;111000000.0;74221000000.0;9730000000.0;21562000000.0;22202000000.0;459000000.0;21743000000.0;1314145476.17451;;-2841750000.0;-896000000.0;3146750000.0;3239000000.0;3755000000.0;7348047.741496444;3527000000.0;3529000000.0;328000000.0;2096833436.3761897;2394704163.3306637;178000000.0;589000000.0;721000000.0;1132000000.0;8000000.0;3000000.0;7921951.139742615;37000000.0;10000000.0;0.0;45000000.0;45000000.0;-188339521.33837894;-190035.2767863103;;;291000000.0;837000000.0;3278000000.0;210000000.0;216000000.0;1008750000.0;1513000000.0;9762000000.0;27750000.0;4072800000.0;59923597379.313995;200000000.0;2449750000.0;23000000.0;16000000.0;1005000000.0;12462000000.0;10351000000.0;10676000000.0;7981364491.276911;244000000.0;27830000000.0;25684428571.42857;426000000.0;11391000000.0;28000000.0
2022-09-30;3715000000.0;4046000000.0;1048000000.0;155000000.0;893000000.0;;3426000000.0;;-1799310630.028825;-87000000.0;17129000000.0;;3553000000.0;72144000000.0;8749000000.0;4000000.0;1233000000.0;1279000000.0;0.0;160944688.3635502;220000000.0;2794000000.0;835000000.0;;5442339702.524111;19089000000.0;-1321000000.0;15011000000.0;79000000.0;272000000.0;5304000000.0;4593993095.241489;1736000000.0;;-5702295.764729761;120000000.0;200000000.0;3156000000.0;47000000.0;141000000.0;552000000.0;70000000.0;;2746000000.0;3648000000.0;3382000000.0;2746000000.0;0.0;196000000.0;902000000.0;285000000.0;1044000000.0;2036000000.0;99000000.0;1937000000.0;110000000.0;72144000000.0;7935000000.0;20331000000.0;21024000000.0;546000000.0;20478000000.0;1370700542.7938058;;-2254500000.0;-1130000000.0;3054500000.0;3239000000.0;2746000000.0;4744053.73657012;2528000000.0;2529000000.0;266000000.0;4185532066.4387226;1582518414.7317848;248000000.0;616000000.0;825000000.0;1533000000.0;48000000.0;13000000.0;5058958.045367264;1000000.0;0.0;1000000.0;48000000.0;48000000.0;-175979487.86436388;-313050.183999212;;;319000000.0;882000000.0;3218000000.0;384000000.0;216000000.0;1159500000.0;1427000000.0;9762000000.0;28500000.0;3269600000.0;59261669424.01032;200000000.0;1640500000.0;31000000.0;15000000.0;1056000000.0;14888000000.0;9359000000.0;9390000000.0;7280091556.991524;247000000.0;28720000000.0;26461857142.857143;427000000.0;13192000000.0;18000000.0
2022-12-31;3614500000.0;3659000000.0;1039500000.0;148000000.0;891500000.0;;3107000000.0;;-1721270324.9647036;84000000.0;17144000000.0;;3585500000.0;71872000000.0;8445500000.0;2000000.0;1199000000.0;1026000000.0;-20382290.413144946;100577684.22665659;220500000.0;2058500000.0;790000000.0;;5514820315.865634;18512500000.0;-1280000000.0;14983500000.0;74500000.0;144500000.0;5415500000.0;4570257078.973245;1728500000.0;;-5160531.924996646;142000000.0;200000000.0;3158500000.0;74500000.0;140000000.0;546000000.0;35000000.0;;2746000000.0;2691000000.0;3382000000.0;2004500000.0;0.0;148000000.0;686500000.0;261500000.0;1196500000.0;2234000000.0;110000000.0;2124000000.0;117500000.0;71872000000.0;7687500000.0;19718000000.0;20404000000.0;639428571.4285715;19670000000.0;1411151363.9856339;;-1667250000.0;-1364000000.0;2962250000.0;3125608591.449143;2004500000.0;4523918.716480613;1752500000.0;1753000000.0;183000000.0;2792256601.5852194;1095206965.5724578;267500000.0;605500000.0;838500000.0;1463500000.0;21500000.0;7000000.0;2195964.9509919127;32000000.0;0.0;-500000.0;54000000.0;54000000.0;-100951723.74074408;-128527.82317985957;;;313500000.0;920000000.0;3283500000.0;558000000.0;215774425.89578974;1310250000.0;1202000000.0;9446000000.0;29250000.0;2466400000.0;59346842372.06665;200000000.0;831250000.0;33500000.0;16000000.0;1068500000.0;16103000000.0;8237000000.0;8307500000.0;7153552160.219429;244000000.0;30085000000.0;27239285714.285713;366500000.0;13772000000.0;12000000.0
2023-03-31;3514000000.0;3272000000.0;1031000000.0;141000000.0;890000000.0;;2788000000.0;;-1684353736.3938136;255000000.0;17159000000.0;;3618000000.0;71600000000.0;8142000000.0;0.0;1165000000.0;1218000000.0;-24985684.54773286;102967111.62390032;221000000.0;1323000000.0;745000000.0;;5303573980.357286;17936000000.0;-1239000000.0;14956000000.0;70000000.0;17000000.0;5527000000.0;4631807817.852831;1721000000.0;;-5159131.6707655825;164000000.0;200000000.0;3161000000.0;102000000.0;139000000.0;540000000.0;0.0;;2746000000.0;1734000000.0;3382000000.0;1263000000.0;0.0;100000000.0;471000000.0;238000000.0;1349000000.0;2432000000.0;121000000.0;2311000000.0;125000000.0;71600000000.0;7440000000.0;19105000000.0;19784000000.0;732857142.8571429;19645000000.0;1451602185.1774611;;-1080000000.0;-1598000000.0;2870000000.0;3013824812.736331;1263000000.0;4262399.970485717;977000000.0;977000000.0;100000000.0;1398981136.7317243;607895516.4131303;287000000.0;595000000.0;852000000.0;1394000000.0;-5000000.0;1000000.0;-667028.1433834371;63000000.0;0.0;-2000000.0;60000000.0;60000000.0;-26662506.72536853;55994.53763949289;;;308000000.0;958000000.0;3349000000.0;732000000.0;215472005.26396233;1461000000.0;977000000.0;9130000000.0;30000000.0;1663200000.0;59323504406.093765;200000000.0;22000000.0;36000000.0;17000000.0;1081000000.0;17318000000.0;7115000000.0;7225000000.0;7027012763.447332;241000000.0;29559000000.0;28016714285.714287;306000000.0;14524000000.0;6000000.0
2023-06-30;3557000000.0;2850000000.0;1008000000.0;141000000.0;867000000.0;;3153000000.0;;1035778901.5907315;247000000.0;17218000000.0;;3667000000.0;71199000000.0;7454000000.0;0.0;486000000.0;533000000.0;-24666416.89001146;103254016.73989007;221000000.0;852000000.0;791000000.0;;2400122144.978838;17936000000.0;-1213000000.0;14963000000.0;67000000.0;81000000.0;5605000000.0;4633575670.143881;1709000000.0;;-5222759.817993;161000000.0;190000000.0;3431000000.0;102000000.0;158000000.0;587000000.0;0.0;;;1327000000.0;;860000000.0;0.0;185000000.0;467000000.0;230000000.0;1172000000.0;2142000000.0;121000000.0;2021000000.0;120000000.0;71199000000.0;7456000000.0;19082000000.0;19827000000.0;826285714.2857143;19669000000.0;1468805407.983181;;-892000000.0;-1651000000.0;2654250000.0;2838839431.048417;860000000.0;0.0;601000000.0;601000000.0;185000000.0;1575210919.0807045;445458366.6933547;284000000.0;576000000.0;827000000.0;2097000000.0;-2000000.0;1000000.0;-686486.2367032579;-5000000.0;0.0;1000000.0;-8000000.0;-8000000.0;-48922207.12269771;-313050.1839992121;;;10000000.0;850000000.0;3270000000.0;549000000.0;220178495.26388508;1541500000.0;978000000.0;8621000000.0;44500000.0;860000000.0;59065493076.70152;190000000.0;16500000.0;29000000.0;18000000.0;1130000000.0;17762000000.0;6601000000.0;6702000000.0;6123401898.630517;277000000.0;29111000000.0;38944293863.70659;266000000.0;14524000000.0;4000000.0
2023-09-30;3908000000.0;3674000000.0;1001000000.0;141000000.0;860000000.0;;3497000000.0;;897147558.1018523;293000000.0;17326000000.0;;3636000000.0;71827000000.0;8266000000.0;0.0;611000000.0;649000000.0;-24710965.865507454;102431808.70811582;221000000.0;1421000000.0;682000000.0;;2703254726.4411354;17936000000.0;-1187000000.0;14977000000.0;64000000.0;50000000.0;5666000000.0;4750871651.449838;1712000000.0;;-5103392.397793692;160000000.0;177000000.0;3320000000.0;125000000.0;169000000.0;593000000.0;0.0;;;1809000000.0;;808666666.6666666;60666666.666666664;106000000.0;434000000.0;230000000.0;1116000000.0;2096000000.0;121000000.0;1975000000.0;85000000.0;71827000000.0;8941000000.0;19059000000.0;19821000000.0;919714285.7142857;18597000000.0;1448432058.1248102;;-704000000.0;-1704000000.0;2438500000.0;2805435676.38738;1375000000.0;2000000.0;1149000000.0;1150000000.0;106000000.0;4088296729.6960406;689114091.2730184;312000000.0;577000000.0;854000000.0;2006000000.0;46000000.0;12000000.0;-705944.3300230769;1000000.0;0.0;1000000.0;46000000.0;46000000.0;-36669882.24954429;-313050.1839992121;;;328000000.0;895000000.0;3328000000.0;366000000.0;219727719.859412;1622000000.0;910000000.0;8287000000.0;59000000.0;937500000.0;59681237108.90835;177000000.0;11000000.0;22000000.0;16000000.0;1189000000.0;18758000000.0;7271000000.0;7158000000.0;6252784502.93096;258000000.0;29312000000.0;38730863043.44876;290000000.0;14524000000.0;7000000.0
2023-12-31;3646000000.0;3195000000.0;1001000000.0;136000000.0;889000000.0;;3854000000.0;;-1554540205.3260527;275000000.0;17422000000.0;;3882000000.0;74008000000.0;8375000000.0;6000000.0;1426000000.0;1464000000.0;-25327226.693202347;50224934.743780516;222000000.0;1157000000.0;712000000.0;;5345937699.999496;17955000000.0;-1152000000.0;15975000000.0;106000000.0;-20500000.0;5764000000.0;5011221345.698575;1702500000.0;;-4890535.881710688;178500000.0;173500000.0;3224000000.0;95500000.0;146000000.0;591000000.0;0.0;;;1409500000.0;;757333333.3333334;121333333.33333333;203500000.0;369000000.0;257000000.0;1027000000.0;2130000000.0;108000000.0;2022000000.0;115000000.0;74008000000.0;9148000000.0;19001000000.0;19738000000.0;;18536000000.0;1465318268.2252653;99000000.0;-516000000.0;-1757000000.0;2222750000.0;2742922500.9876866;1131500000.0;4000000.0;931500000.0;932000000.0;203500000.0;2973745294.63682;567286228.9831865;446000000.0;727000000.0;1130000000.0;1732000000.0;21000000.0;6500000.0;-725402.4233428979;5000000.0;0.0;500000.0;25500000.0;25500000.0;-38201124.872520745;-251542.73039276118;;;369000000.0;988000000.0;3782000000.0;183000000.0;215259013.95267975;1702500000.0;931000000.0;8287000000.0;73500000.0;1015000000.0;60445558115.56531;177000000.0;5500000.0;33000000.0;16500000.0;1175000000.0;19626000000.0;7001000000.0;6566500000.0;5970024503.02241;258500000.0;30250000000.0;30349000000.0;262500000.0;10835019088.312439;5500000.0
2024-03-31;3827000000.0;3271000000.0;1001000000.0;131000000.0;870000000.0;;3358000000.0;;-1514408358.4837065;280000000.0;17456000000.0;;3867000000.0;74277000000.0;8345000000.0;12000000.0;1272000000.0;1333000000.0;-25252978.400708944;51537132.049262606;223000000.0;893000000.0;742000000.0;;5331070198.072812;17955000000.0;-1125000000.0;15953000000.0;66000000.0;-91000000.0;5728000000.0;5044911458.245517;1693000000.0;;-4738484.857263601;197000000.0;170000000.0;3400000000.0;66000000.0;146000000.0;588000000.0;0.0;;;1010000000.0;;706000000.0;182000000.0;301000000.0;304000000.0;284000000.0;1064000000.0;2239000000.0;108000000.0;2131000000.0;107000000.0;74277000000.0;8812000000.0;19014000000.0;19748000000.0;;18545000000.0;1482204478.32572;156000000.0;-328000000.0;-1810000000.0;2007000000.0;2678545737.290077;888000000.0;6000000.0;714000000.0;714000000.0;301000000.0;1655934998.903807;445458366.69335467;424000000.0;664000000.0;1038000000.0;1671000000.0;-4000000.0;1000000.0;-744860.516662718;9000000.0;0.0;0.0;5000000.0;5000000.0;-34191763.71390486;-190035.27678631034;;;410000000.0;1068000000.0;3891000000.0;0.0;215762138.15260947;1783000000.0;933000000.0;8287000000.0;88000000.0;1092500000.0;60759285260.55014;177000000.0;0.0;44000000.0;17000000.0;1161000000.0;20147000000.0;6731000000.0;5975000000.0;5565648709.760222;259000000.0;30811000000.0;30967000000.0;235000000.0;10844722981.209919;4000000.0
2024-06-30;4282000000.0;3896000000.0;988000000.0;131000000.0;857000000.0;;3660000000.0;;-1441446216.7082763;264000000.0;17928000000.0;;3848000000.0;76216000000.0;10092000000.0;14000000.0;1845000000.0;1895000000.0;-25334651.52245164;88631180.60735816;227000000.0;1146000000.0;821000000.0;;5803251038.297827;17955000000.0;-1099000000.0;15868000000.0;60000000.0;-44000000.0;5680000000.0;5253751354.899038;1775000000.0;;-4417665.383931784;201000000.0;170000000.0;3460000000.0;83000000.0;153000000.0;590000000.0;82310212.10217269;;;1635000000.0;;1170000000.0;0.0;242000000.0;465000000.0;252000000.0;1643000000.0;2921000000.0;108000000.0;2813000000.0;121000000.0;76216000000.0;9699000000.0;18994000000.0;19737000000.0;1200000000.0;18390000000.0;1455786752.886961;206000000.0;-328000000.0;-1810000000.0;2007000000.0;2466598737.1310716;888000000.0;8000000.0;985000000.0;985000000.0;242000000.0;1327593989.3441072;689114091.2730181;410000000.0;668000000.0;1022000000.0;1538000000.0;-8000000.0;4000000.0;-744860.5166627171;-7000000.0;0.0;1000000.0;-16000000.0;-16000000.0;-33016817.383571416;-313050.18399921205;;;344000000.0;1157000000.0;3880000000.0;0.0;216886756.01422974;1783000000.0;935000000.0;8287000000.0;88000000.0;1170000000.0;61262672283.03444;45040270.27118182;0.0;35000000.0;15000000.0;1179000000.0;20938000000.0;6802000000.0;6817000000.0;6244836843.560401;259000000.0;32053000000.0;32259000000.0;265000000.0;10842447126.88204;7000000.0
