2016-03-31;4980000000.0;294000000.0;416000000.0;10530000000.0;0.0;-802000000.0;7057000000.0;12000000.0;44259000000.0;14861000000.0;3778000000.0;3854486156.190484;7000000.0;626000000.0;19000000.0;645000000.0;;;458000000.0;1062000000.0;161000000.0;18553000000.0;14885000000.0;2574000000.0;128000000.0;121000000.0;7279000000.0;98000000.0;387000000.0;7192000000.0;485000000.0;12000000.0;485000000.0;282000000.0;808666666.6666666;1395000000.0;156000000.0;0.0;1377000000.0;730000000.0;0.0;217000000.0;95000000.0;174000000.0;108000000.0;-54000000.0;-137000000.0;-147000000.0;9000000.0;126000000.0;-113000000.0;47000000.0;493099727.9405881;19000000.0;130000000.0;20000000.0;108000000.0;95000000.0;3424000000.0;6056000000.0;249000000.0;0.0;44259000000.0;6775000000.0;7252000000.0;7207000000.0;839000000.0;7000000.0;-544000000.0;-481000000.0;640000000.0;499406444.45112735;18000000.0;497450148.79359335;497235905.3155809;21784182.288874447;1030000000.0;;2653000000.0;122000000.0;125000000.0;-47022787.5829265;0.0;132000000.0;-34892421.84090191;32165034.7585388;-3000000.0;-7000000.0;-1289073.2512741778;;;0.0;1590000000.0;9000000.0;1956295.657534374;2170539.135546897;2000000.0;265000000.0;282000000.0;335000000.0;13000000.0;513732759.0156375;10427341417.082443;31031300294.811237;39289320361.82343;37275000000.0;26745000000.0;4518000000.0;;13507000000.0;25401000000.0;11579568935.258451;957000000.0;169000000.0;20656000000.0;21495000000.0;;11007000000.0;1442853364.2071056;685000000.0;45.11906814575195
2016-06-30;5943000000.0;356000000.0;439000000.0;10774000000.0;;-1002000000.0;7055000000.0;12333333.333333334;45452000000.0;16180000000.0;4925000000.0;4997404527.48038;7000000.0;614000000.0;29000000.0;643000000.0;;;458000000.0;1062000000.0;173000000.0;18553000000.0;18353000000.0;2389000000.0;864000000.0;79333333.33333334;7279000000.0;48432874.95428056;;7192000000.0;471000000.0;12000000.0;471000000.0;293000000.0;713000000.0;1470000000.0;159000000.0;0.0;-1178497925.5486302;1134000000.0;;291000000.0;95333333.33333331;48000000.0;-30000000.0;-42333333.333333336;-84666666.66666666;-1000000.0;-666666.666666666;66333333.333333336;-116333333.33333331;-241000000.0;494986300.6435252;19000000.0;130000000.0;19000000.0;111000000.0;106000000.0;3271000000.0;6137000000.0;251000000.0;0.0;45452000000.0;8652000000.0;7430000000.0;6646000000.0;828000000.0;16000000.0;-580000000.0;-558666666.6666666;756000000.0;805294505.8886068;29000000.0;801861075.06327;801873447.2791058;-253031912.83564103;1001000000.0;;2683000000.0;-202000000.0;-199000000.0;1002547.2524721464;0.0;-200000000.0;-60315899.952458665;-240176113.7616112;-3000000.0;1000000.0;-1289073.2512741769;;;0.0;1471000000.0;14000000.0;3433430.8253371804;3421058.609501296;1666666.6666666667;281333333.3333333;293000000.0;190000000.0;2333333.333333334;843226171.8321236;11160395265.86676;30751084121.115837;39150973463.59303;37363000000.0;26589000000.0;4880000000.0;;17120000000.0;25933000000.0;9890105629.967695;1050000000.0;169000000.0;20576000000.0;21404000000.0;-10000000.0;11417000000.0;1588191299.9545388;681000000.0;36.263427734375
2016-09-30;5368000000.0;128000000.0;628000000.0;11037000000.0;;-1120000000.0;7108000000.0;12666666.666666666;46265000000.0;16878000000.0;5949000000.0;6005936221.878716;7000000.0;495000000.0;32000000.0;527000000.0;;19609000000.0;458000000.0;1062000000.0;198000000.0;18553000000.0;18757000000.0;2244000000.0;1064000000.0;37666666.66666667;7369000000.0;65628933.507572144;;7192000000.0;485500000.0;12000000.0;470000000.0;304000000.0;1200000000.0;1398000000.0;192000000.0;0.0;-4312560214.1416855;789000000.0;;201500000.0;95666666.66666669;50000000.0;-168000000.0;-30666666.666666668;-32333333.33333333;145000000.0;-10333333.333333332;6666666.666666672;-119666666.66666669;-529000000.0;564484454.3778707;14000000.0;129000000.0;14000000.0;115000000.0;117000000.0;3283000000.0;5979000000.0;250000000.0;0.0;46265000000.0;8224000000.0;8875000000.0;7888000000.0;791000000.0;25000000.0;-616000000.0;-636333333.3333334;872000000.0;514509166.636404;32000000.0;513182629.3406161;513166701.10275257;-180935097.75667864;1062000000.0;;2869000000.0;-117000000.0;-117000000.0;1002547.25247215;0.0;-118000000.0;-17130563.076131217;-168728590.2300903;0.0;1000000.0;-1289073.251274178;;;0.0;1654000000.0;12000000.0;1326537.2957878865;1342465.533651532;1333333.3333333335;297666666.6666667;304000000.0;228000000.0;-8333333.333333332;587863034.2082572;11855577384.164772;30470867947.42044;38950131955.77081;37555000000.0;26518000000.0;4672000000.0;;17033000000.0;26270000000.0;12531846036.072388;1036000000.0;169000000.0;20339000000.0;21130000000.0;-10000000.0;11926000000.0;1514070859.6228008;675000000.0;38.107444763183594
2017-03-31;6037000000.0;64000000.0;707000000.0;11580000000.0;;-1334000000.0;7096000000.0;13000000.0;46047000000.0;15908000000.0;4463000000.0;4520161932.188115;7000000.0;381000000.0;16000000.0;397000000.0;;19609000000.0;488000000.0;1124000000.0;146000000.0;21040000000.0;21235000000.0;2318000000.0;120000000.0;-4000000.0;7196000000.0;196145472.94712883;;7000684132.473233;500000000.0;12000000.0;470000000.0;315000000.0;1800000000.0;1272000000.0;192000000.0;0.0;-7725101540.131383;433000000.0;;112000000.0;96000000.0;50000000.0;-306000000.0;-19000000.0;20000000.0;291000000.0;-20000000.0;-53000000.0;-123000000.0;-817000000.0;458781383.7274605;13000000.0;134000000.0;14000000.0;121000000.0;128000000.0;3189000000.0;6025000000.0;250000000.0;0.0;46047000000.0;7899000000.0;7926000000.0;8369000000.0;826000000.0;34000000.0;-652000000.0;-714000000.0;988000000.0;233284687.2726624;16000000.0;234296423.24240863;234182781.2337413;-18929313.28512784;1117000000.0;;3148000000.0;74000000.0;77000000.0;1002547.2524721512;;76000000.0;114918599.83384798;-8181802.059261225;-3000000.0;1000000.0;-1289073.251274179;;;0.0;1932000000.0;26000000.0;-1011735.9697462696;-898093.9610789804;1000000.0;314000000.0;315000000.0;316000000.0;-19000000.0;321121197.7777936;12125255974.281364;30190651773.725044;40048109107.03778;38571000000.0;26991000000.0;5104000000.0;;19428000000.0;26366000000.0;11385684893.876904;971000000.0;169000000.0;19825000000.0;20651000000.0;-10000000.0;12310000000.0;292000000.0;663000000.0;48.61378479003906
2017-06-30;5456000000.0;75000000.0;955000000.0;11925000000.0;;-1123000000.0;7096000000.0;12500000.0;45974000000.0;15731000000.0;5207000000.0;4658000000.0;7000000.0;759000000.0;24000000.0;783000000.0;;19609000000.0;485000000.0;1111000000.0;255000000.0;21205000000.0;21383000000.0;2254000000.0;121000000.0;-2000000.0;7254000000.0;130170549.44932012;;6975494169.094126;499000000.0;14000000.0;470000000.0;312000000.0;1100000000.0;1384000000.0;175000000.0;0.0;-3521021110.9727306;768000000.0;;196000000.0;248000000.0;50000000.0;-311333333.3333333;-146666666.6666667;-30333333.333333336;236000000.0;-40666666.66666667;-9000000.0;-119000000.0;-593000000.0;486190809.9368946;15000000.0;134000000.0;14000000.0;119000000.0;127666666.66666669;2941000000.0;5674000000.0;252000000.0;0.0;45974000000.0;7683000000.0;7928000000.0;8366000000.0;842000000.0;22500000.0;-625666666.6666666;-726666666.6666666;704666666.6666667;468999999.9999997;24000000.0;468000000.0;467881903.8745938;42000000.0;1097000000.0;;3189000000.0;208000000.0;212000000.0;1002547.2524721472;;211000000.0;205829719.6049732;48000000.0;-4000000.0;1000000.0;-1289073.251274178;;;0.0;1906000000.0;27000000.0;1000000.0;1118096.1254059172;3333333.333333333;316000000.0;325000000.0;277000000.0;-16666666.666666666;571801567.841558;11934102143.570017;30397291633.656845;40182008855.10477;38979000000.0;27054000000.0;4573000000.0;-6000000.0;19609000000.0;26603000000.0;11169770050.203836;1076000000.0;169000000.0;19923000000.0;20765000000.0;-10000000.0;12660000000.0;284000000.0;421000000.0;49.99874496459961
2017-09-30;6677000000.0;292000000.0;817000000.0;12253000000.0;;-893000000.0;7060000000.0;12000000.0;47988000000.0;17442000000.0;5176000000.0;4658000000.0;7000000.0;1071000000.0;23000000.0;1094000000.0;;20329000000.0;484000000.0;1135000000.0;230000000.0;21948000000.0;21383000000.0;2357000000.0;121000000.0;0.0;7362000000.0;61282259.69138861;;7258457795.1992655;498500000.0;13000000.0;470000000.0;309000000.0;1900000000.0;1447000000.0;225000000.0;0.0;688582985.8347964;1241000000.0;;378000000.0;400000000.0;;-316666666.6666667;-274333333.3333334;-80666666.66666667;181000000.0;-61333333.333333336;35000000.0;-115000000.0;-369000000.0;475652353.89642537;20000000.0;134000000.0;20338905.47263682;114000000.0;127333333.33333331;3304000000.0;6137000000.0;253000000.0;0.0;47988000000.0;9130000000.0;7930000000.0;8364000000.0;854000000.0;11000000.0;-599333333.3333334;-739333333.3333334;421333333.3333334;469000000.0;22000000.0;468000000.0;468464674.9001594;42000000.0;1097000000.0;;3272000000.0;228000000.0;232000000.0;1002547.252472154;;231000000.0;219298033.64513972;48000000.0;-4000000.0;1000000.0;-1289073.2512741797;;;44000000.0;1908000000.0;23000000.0;1000000.0;535325.099839937;5666666.666666667;318000000.0;335000000.0;170000000.0;-14333333.333333332;859620250.9734061;11570725648.673409;30603931493.58865;39814262263.83307;39527000000.0;27274000000.0;5959000000.0;-6000000.0;20329000000.0;27135000000.0;12655439850.970596;1223000000.0;169000000.0;20370000000.0;21224000000.0;-10000000.0;12939000000.0;276000000.0;770000000.0;57.69581604003906
2018-03-31;7966000000.0;99000000.0;590000000.0;12812000000.0;;-983000000.0;7026000000.0;14000000.0;49376000000.0;18260000000.0;4658000000.0;4658000000.0;7000000.0;517000000.0;116000000.0;633000000.0;;23756000000.0;485000000.0;1136000000.0;206000000.0;25377000000.0;21383000000.0;2471000000.0;871000000.0;2000000.0;4711000000.0;-111110636.72837886;;7713244055.201403;498000000.0;13000000.0;470000000.0;345000000.0;3100000000.0;1464000000.0;238000000.0;0.0;2484996688.8749743;731000000.0;;149000000.0;552000000.0;;-322000000.0;-402000000.0;-131000000.0;126000000.0;-82000000.0;79000000.0;-111000000.0;-145000000.0;538812818.1441009;18000000.0;139000000.0;18010398.009950247;121000000.0;127000000.0;3569000000.0;6555000000.0;257000000.0;0.0;49376000000.0;10752000000.0;8392000000.0;8086000000.0;1048000000.0;11000000.0;-573000000.0;-752000000.0;138000000.0;468999999.99999946;113000000.0;468000000.0;467955161.4148069;42000000.0;1097000000.0;;3385000000.0;45000000.0;53000000.0;7005714.10689698;;51000000.0;115945126.42577907;48000000.0;-8000000.0;2000000.0;-1289073.251274177;;;10000000.0;2902000000.0;51000000.0;1000000.0;1044838.5851928776;8000000.0;320000000.0;345000000.0;233000000.0;-12000000.0;582712842.9855694;8770755410.728394;30810571353.520447;38918881368.97467;40543000000.0;27731000000.0;6814000000.0;-6000000.0;23756000000.0;29415000000.0;15678624184.730846;1226000000.0;169000000.0;21877000000.0;22925000000.0;-41000000.0;13588000000.0;256000000.0;905000000.0;69.77780151367188
2018-06-30;8963000000.0;220000000.0;641000000.0;13086000000.0;;-1262000000.0;7032000000.0;15000000.0;50678000000.0;18948000000.0;4451000000.0;4451000000.0;7000000.0;566000000.0;25000000.0;591000000.0;;27860000000.0;510000000.0;1110000000.0;206000000.0;29480000000.0;14885000000.0;2213000000.0;183000000.0;-6000000.0;4760000000.0;-479351940.8918207;;7791837959.77417;515666666.6666667;13000000.0;470000000.0;345000000.0;3900000000.0;1470000000.0;248000000.0;0.0;-8341205358.257858;1124000000.0;;249000000.0;348333333.3333334;;252000000.0;-264333333.3333333;-143000000.0;74666666.66666666;-71666666.66666667;47333333.33333333;-161666666.66666666;201666666.6666667;526207200.134943;20000000.0;144000000.0;22407562.189054757;124000000.0;116666666.66666669;3717000000.0;6420000000.0;259000000.0;0.0;50678000000.0;11341000000.0;8451000000.0;8876000000.0;1035000000.0;39000000.0;-508000000.0;-750333333.3333334;384333333.3333334;844999999.9999998;30000000.0;842000000.0;841950448.4377972;-286000000.0;1175681893.854125;;3550000000.0;-291000000.0;-282000000.0;0.0;0.0;-284000000.0;-83248273.91461243;-279000000.0;-9000000.0;2000000.0;-1289073.2512741787;;;21000000.0;2897000000.0;-5000000.0;3000000.0;3049551.562202671;6000000.0;225333333.3333333;355000000.0;542000000.0;-16333333.333333332;875171692.1768708;8970206280.41864;30661853272.508923;38541494154.21301;41266000000.0;28180000000.0;7535000000.0;-7000000.0;23756000000.0;29915000000.0;21052947835.52104;1334000000.0;169000000.0;21769000000.0;22804000000.0;-93000000.0;13923000000.0;252000000.0;1100000000.0;83.82268524169922
2018-09-30;10224000000.0;231000000.0;553000000.0;13413000000.0;;-1235000000.0;7042000000.0;11000000.0;51894000000.0;19891000000.0;3551000000.0;3551000000.0;7000000.0;883000000.0;21000000.0;904000000.0;;27701000000.0;504000000.0;1193000000.0;206000000.0;29398000000.0;14885000000.0;2607000000.0;199000000.0;-14000000.0;4725000000.0;-433559761.84080446;;7980802079.945396;533333333.3333333;13000000.0;470000000.0;341000000.0;4700000000.0;1338000000.0;209000000.0;;549431081.3934941;1150000000.0;;276000000.0;144666666.6666667;;826000000.0;-126666666.66666669;-155000000.0;23333333.33333333;-61333333.33333333;15666666.666666664;-212333333.3333333;548333333.3333334;508643501.8698254;23000000.0;134000000.0;27880323.38308463;111000000.0;106333333.33333331;4423000000.0;7501000000.0;260000000.0;0.0;51894000000.0;12482000000.0;8467000000.0;8877000000.0;1050000000.0;13000000.0;-443000000.0;-748666666.6666666;630666666.6666667;734000000.0000044;18000000.0;854000000.0;610000000.0;20000000.0;1147201975.4311326;;3575000000.0;23000000.0;31000000.0;0.0;0.0;30000000.0;57927395.60780443;27000000.0;-8000000.0;1000000.0;;;;10000000.0;2850000000.0;42000000.0;2000000.0;2000000.0;4000000.0;130666666.66666666;365000000.0;590000000.0;-20666666.666666664;-2.93947400583262e+20;8718179154.013687;30513135191.497395;38338654706.22637;41841000000.0;28428000000.0;8249000000.0;-7000000.0;23756000000.0;30430000000.0;21666629509.57391;1275000000.0;169000000.0;21910000000.0;22960000000.0;-15000000.0;14334000000.0;396000000.0;1400000000.0;88.00126647949219
2019-03-31;10005000000.0;65000000.0;772000000.0;13980000000.0;;-1352000000.0;6802000000.0;10000000.0;52095000000.0;18480000000.0;2777000000.0;2777000000.0;7000000.0;296000000.0;28000000.0;324000000.0;;21978000000.0;537000000.0;1215000000.0;2315463290.0244465;23730000000.0;14885000000.0;2338000000.0;1110000000.0;-22000000.0;4867000000.0;-287672200.37369;;7839850016.636122;551000000.0;14000000.0;470000000.0;375000000.0;3500000000.0;1330000000.0;209000000.0;;-94343625.19657683;218000000.0;;51000000.0;-59000000.0;;1400000000.0;11000000.0;-167000000.0;-28000000.0;-51000000.0;-16000000.0;-263000000.0;895000000.0;341444785.6660739;24000000.0;136000000.0;31201890.54726376;112000000.0;96000000.0;3572000000.0;6554000000.0;266000000.0;0.0;52095000000.0;12913000000.0;9511000000.0;9006000000.0;470000000.0;15500000.0;-378000000.0;-747000000.0;877000000.0;376499999.9999939;26000000.0;140000000.0;610000000.0;153000000.0;1240309611.006977;;5207000000.0;155000000.0;158000000.0;0.0;0.0;157000000.0;122335238.5325326;155000000.0;-3000000.0;1000000.0;;;;2000000.0;3530000000.0;22000000.0;1000000.0;2000000.0;2000000.0;36000000.0;375000000.0;860000000.0;-25000000.0;5.6741485932445984e+20;15521729970.52784;30364417110.485874;46046494079.76409;42388000000.0;28408000000.0;8289000000.0;-2000000.0;19411436771.247826;30810000000.0;14739615943.45348;961000000.0;169000000.0;21309000000.0;21779000000.0;-1000000.0;14958000000.0;34000000.0;1100000000.0;68.16789245605469
2019-06-30;10135000000.0;182000000.0;764000000.0;14326000000.0;;-1350000000.0;6812000000.0;11000000.0;52022000000.0;17811000000.0;2033000000.0;2033000000.0;7000000.0;614000000.0;40000000.0;654000000.0;;26083000000.0;552000000.0;1175000000.0;2433186560.064337;27810000000.0;14885000000.0;2092000000.0;323000000.0;-57000000.0;4899000000.0;-348621969.7762277;;7751309474.429975;558750000.0;14000000.0;470000000.0;376000000.0;2800000000.0;1410000000.0;199000000.0;;-453317541.6541956;808000000.0;;160000000.0;-14000000.0;;-5500000.0;-29750000.0;-145000000.0;-177750000.0;-750000.0;-10000000.0;-257500000.0;-70750000.0;304912801.90253735;24000000.0;136000000.0;30958084.577114504;112000000.0;94000000.0;3564000000.0;6281000000.0;269000000.0;0.0;52022000000.0;12548000000.0;8710000000.0;9167000000.0;492000000.0;18000000.0;-332250000.0;-749500000.0;645500000.0;612000000.0000012;36000000.0;610000000.0;610000000.0;0.0;1289269917.224902;;5427000000.0;0.0;7000000.0;5000000.0;0.0;6000000.0;45755834.74013912;2000000.0;-2000000.0;1000000.0;;;;2000000.0;3571000000.0;12000000.0;2000000.0;2000000.0;-1000000.0;63750000.0;381500000.0;447000000.0;-19000000.0;646661235.672947;15460515338.91787;30392595273.20385;46778564063.48051;43110000000.0;28784000000.0;9050000000.0;-2000000.0;22668488524.02224;31046000000.0;22079313043.847557;1144000000.0;169000000.0;21345000000.0;21837000000.0;-1000000.0;15170000000.0;212000000.0;1200000000.0;67.19131469726562
2019-09-30;9504000000.0;168000000.0;881000000.0;14649000000.0;;-1529000000.0;6818000000.0;9000000.0;51229000000.0;17033000000.0;2137000000.0;2137000000.0;7000000.0;430000000.0;28000000.0;458000000.0;19000000.0;24335000000.0;556000000.0;1239000000.0;2310028162.045513;26130000000.0;14885000000.0;2051000000.0;402000000.0;-92000000.0;4920000000.0;-394134932.1946165;;7638006416.302496;566500000.0;11000000.0;470000000.0;372000000.0;2600000000.0;1399000000.0;217000000.0;;-7996959809.352179;804000000.0;;165000000.0;31000000.0;;-1411000000.0;-70500000.0;-123000000.0;-327500000.0;49500000.0;-4000000.0;-252000000.0;-1036500000.0;377828471.4742387;22000000.0;133000000.0;28563084.5771145;111000000.0;92000000.0;3746000000.0;6376000000.0;273000000.0;0.0;51229000000.0;12130000000.0;8788000000.0;9170000000.0;481000000.0;39000000.0;-286500000.0;-752000000.0;414000000.0;-1851000000.0;30000000.0;608000000.0;608000000.0;-179000000.0;1292412276.0490637;;5306000000.0;-180000000.0;-181000000.0;-4000000.0;;-181000000.0;-74923038.82299837;-179000000.0;-3000000.0;0.0;;;;10000000.0;3421000000.0;34000000.0;1000000.0;1000000.0;-4000000.0;91500000.0;388000000.0;526000000.0;-13000000.0;3.283758659672272e+21;15681999999.999954;30420773435.92182;46334999999.99995;43539000000.0;28890000000.0;7994000000.0;0.0;21261589650.657227;31283000000.0;22102000000.0;1175000000.0;169000000.0;21107000000.0;21588000000.0;1000000.0;15472000000.0;306000000.0;1100000000.0;68.73462677001953
2019-12-31;7705000000.0;111500000.0;873500000.0;15030000000.0;;-1733000000.0;6816000000.0;16500000.0;49488000000.0;14249000000.0;1826000000.0;1826000000.0;7000000.0;-1003500000.0;69500000.0;-934000000.0;19000000.0;22143500000.0;562500000.0;1181500000.0;2540229320.226799;25158500000.0;14885000000.0;2033500000.0;644000000.0;-127000000.0;4914500000.0;-277047991.0219276;;7079351002.518261;574250000.0;12000000.0;470000000.0;386500000.0;2616666666.6666665;1383500000.0;197000000.0;;-1139970059.8198876;-783000000.0;;-225500000.0;76000000.0;;-2816500000.0;-111250000.0;-101000000.0;-477250000.0;99750000.0;2000000.0;-246500000.0;-2002250000.0;481386523.5299764;21000000.0;139000000.0;27243681.59203987;118000000.0;90000000.0;3681000000.0;5025500000.0;275000000.0;1271000000.0;49488000000.0;10431000000.0;9018000000.0;9872000000.0;662000000.0;20000000.0;-240750000.0;-754500000.0;182500000.0;-1851000000.0;63500000.0;-622000000.0;-621500000.0;-382000000.0;1318961460.5358686;;5531000000.0;-393500000.0;-373500000.0;12500000.0;;-376500000.0;-147362924.90581214;-382500000.0;-7500000.0;3000000.0;;;;6000000.0;3634000000.0;33000000.0;1000000.0;500000.0;-7000000.0;119250000.0;394500000.0;704500000.0;-7000000.0;1.6418793298352587e+21;15682000000.0;30653000000.0;46335000000.0;44294000000.0;29264000000.0;6693000000.0;500000.0;19887533869.26238;30502500000.0;22102000000.0;1097000000.0;169000000.0;19974500000.0;20636500000.0;-8000000.0;15618000000.0;218000000.0;1100000000.0;76.19471740722656
2020-03-31;5906000000.0;55000000.0;866000000.0;15263000000.0;;-1937000000.0;6814000000.0;24000000.0;47747000000.0;11465000000.0;1515000000.0;1515000000.0;7000000.0;-2437000000.0;111000000.0;-2326000000.0;19000000.0;19952000000.0;569000000.0;1124000000.0;1932750157.937004;24187000000.0;14885000000.0;2016000000.0;886000000.0;-162000000.0;4909000000.0;-159961049.84923875;;6406891624.865985;582000000.0;13000000.0;470000000.0;401000000.0;2633333333.333333;1368000000.0;177000000.0;;5717019689.712342;-2370000000.0;;-616000000.0;121000000.0;;-4222000000.0;-152000000.0;-79000000.0;-627000000.0;150000000.0;8000000.0;-241000000.0;-2968000000.0;596936110.9630169;20000000.0;145000000.0;25924278.606965244;125000000.0;88000000.0;3616000000.0;3675000000.0;277000000.0;2542000000.0;47747000000.0;8732000000.0;9248000000.0;10574000000.0;843000000.0;1000000.0;-195000000.0;-757000000.0;-49000000.0;-1851000000.0;97000000.0;-1852000000.0;-1851000000.0;-585000000.0;1345510645.022674;-2277000000.0;5756000000.0;-607000000.0;-566000000.0;29000000.0;;-572000000.0;-219802810.98862547;-586000000.0;-12000000.0;6000000.0;;;;2000000.0;3847000000.0;32000000.0;1000000.0;0.0;-10000000.0;147000000.0;401000000.0;883000000.0;-1000000.0;-1754000000.0;15682000000.0;30653000000.0;46335000000.0;45789000000.0;30526000000.0;5392000000.0;1000000.0;18513478087.86754;29722000000.0;22102000000.0;1019000000.0;169000000.0;18842000000.0;19685000000.0;-17000000.0;15764000000.0;130000000.0;1100000000.0;37.33913040161133
