end;AccountsPayableAndAccruedLiabilitiesCurrent;AccruedIncomeTaxesCurrent;AccumulatedOtherComprehensiveIncomeLossNetOfTax;Assets;AssetsCurrent;CashAndCashEquivalentsAtCarryingValue;CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;CommonStockValue;ComprehensiveIncomeNetOfTax;ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest;ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest;CostsAndExpenses;DebtCurrent;DebtInstrumentFairValue;DeferredIncomeTaxLiabilitiesNet;DeferredTaxLiabilitiesNoncurrent;DepreciationDepletionAndAmortization;DueToRelatedPartiesNoncurrent;EnergyRelatedInventory;ExciseAndSalesTaxes;ExplorationExpense;GuaranteeObligationsCurrentCarryingValue;IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest;IncomeLossFromEquityMethodInvestments;IncomeTaxExpenseBenefit;IncomeTaxesPaidNet;IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet;InterestExpense;InterestPaid;InventoryFinishedGoodsAndWorkInProcess;InventoryPartsAndComponentsNetOfReserves;Liabilities;LiabilitiesAndStockholdersEquity;LiabilitiesCurrent;LongTermDebtAndCapitalLeaseObligations;LongTermDebtNoncurrent;LongTermInvestmentsAndReceivablesNet;MinorityInterest;NetCashProvidedByUsedInFinancingActivities;NetCashProvidedByUsedInInvestingActivities;NetCashProvidedByUsedInOperatingActivities;NetIncomeLoss;NetIncomeLossAttributableToNoncontrollingInterest;NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent;OtherAssetsCurrent;OtherAssetsNoncurrent;OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax;OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax;OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax;OtherComprehensiveIncomeLossNetOfTax;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax;OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax;OtherComprehensiveIncomeLossTaxPortionAttributableToParent1;OtherIncome;OtherLiabilitiesNoncurrent;OtherNonoperatingIncomeExpense;PaymentsForProceedsFromOtherInvestingActivities;PaymentsForRepurchaseOfCommonStock;PaymentsOfDividendsCommonStock;PaymentsOfDividendsMinorityInterest;PaymentsToAcquirePropertyPlantAndEquipment;PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent;ProceedsFromIssuanceOfLongTermDebt;ProceedsFromPaymentsToMinorityShareholders;ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets;ProfitLoss;PropertyPlantAndEquipmentNet;ReceivablesNetCurrent;RestrictedCashAndCashEquivalentsAtCarryingValue;RetainedEarningsAccumulatedDeficit;RevenueFromContractWithCustomerExcludingAssessedTax;Revenues;SellingGeneralAndAdministrativeExpense;StockholdersEquity;StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest;StockholdersEquityOther;StockIssuedDuringPeriodValueTreasuryStockReissued;TaxesOther;TreasuryStockValue;StockPrice
2008-06-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008-09-30;0.0;0.0;0.10777492571084157;;0.23141881403290898;-0.05886881543830835;-0.6239968336129904;;-0.8471952161114821;;-0.8656443899556241;-0.039752336973910674;-1.123527777228668;-0.9848414259120947;1.2088629820239447;;0.0;;-0.46216083036755273;-0.02212203816313696;0.1923076923076923;;0.0;-0.05330204492122026;0.07609728291848761;0.0;-0.02005523441382795;1.97196261682243;0.0;;0.5723894671376919;;-0.19198852907377406;-0.14413159552946642;-1.3236045012278006;-8.042259389982942;-0.3471390871641603;-0.26191907382028823;0.0;0.0;0.0;0.2696917808219179;0.0;-0.21099691150559563;0.351273515591638;-0.35023717851404335;;;;;;-6.163507786457399;;1.1538461538461537;;8.077047788404373;0.0;0.0;0.0;0.0;0.0;-0.4350368231118753;0.0;0.0;;0.0;-0.3330107560982565;-0.3358198183035782;;0.05806571391926152;-0.08144505886563957;-0.0966260941590974;-0.12895876053770794;-0.11942509255736344;-0.12642674025341205;-0.3578656708978105;-0.21713049181731459;-0.037572254335260125;0.023435439777699685;-0.11430144292445377
2009-03-31;0.14615529335877664;1.4118908979466749;9.776740472547015;0.0;0.0;-0.319081638217811;-0.44507526256455254;0.0;0.0;0.0;0.0;-0.49409243182882456;0.0;-60.23259297000963;0.18020722315589244;0.0;-0.07147606382978722;;-0.05811059110696237;-0.3667846038383189;-0.12903225806451613;;0.0;-0.47946175637393773;-0.7220799858744593;0.0;1.018685154782852;-0.6635220125786163;0.0;0.0;-0.3931897236748785;0.0;0.0;0.0;0.0;-0.9311679036565614;0.0;0.0;0.0;0.0;0.0;-0.6931894807821982;-0.7164179104477613;-0.006870280187969313;0.0;0.0;;;;;;-0.024875078958553343;;-0.847949080622348;0.0;-10.997103759812939;0.0;0.0;0.0;0.0;0.0;0.8431898100712167;0.0;0.0;;-0.6939997396850188;0.0;0.0;;0.0;0.0797352652227965;-0.5223572714118936;-0.09809050483913162;0.0;0.0;-0.5114933757800659;-0.49215379822419836;-0.29019929019929025;0.0;-0.11361393971948774
2009-06-30;0.0;0.0;-0.10047233713509462;0.0;0.0;-0.3762614127823162;-2.1985139272611693;0.0;0.0;0.0;0.0;0.19156965360105382;0.0;-0.21685056402421754;-0.02531416594532887;0.0;0.07554600787683485;;-0.003045012561745164;0.05248899424314257;0.396011396011396;;0.0;0.07687074829931984;0.13437102922490474;0.0068989607894507365;0.014894872649619195;2.205607476635514;0.09570957095709587;0.0;0.0;0.0;0.0;0.0;0.0;2.8906618818548457;0.0;0.0;-0.1809335312551542;0.03002812939521804;0.15473251028806567;-0.13186813186813184;-1.0263157894736843;-0.11598890623179325;0.0;0.0;;;;;;-0.11303525620487631;;0.6441860465116278;0.0;-0.192287887623946;-0.06891025641025661;-0.22741552046187807;0.0008413259296651265;-0.025925925925925908;0.07725230044939013;0.0;0.07575757575757591;-0.3303303303303302;;-0.16078264568268819;0.0;0.0;;0.0;-0.021315625370942892;0.17529380323014898;0.020591647331786644;0.0;0.0;0.5158745007970926;0.24238204785994188;0.08153846153846156;0.0;0.03270547445549887
2009-09-30;0.0;0.0;-0.33302322587300925;0.0206800468261068;-0.03650665590964097;-0.1992809450436569;0.8503418672587726;0.035171102661597065;-0.0003029843963036072;0.5950413223140496;0.020751132544205797;0.09136540185240505;0.12100139082058425;0.1848076644064245;-0.012311707470971545;0.06206581352833629;-0.02563249001331558;;-0.10975034220737168;0.09475546975546978;0.010204081632652962;;0.7549723756906077;0.058117498420720226;0.21338560627275283;0.006851691240242763;0.027884915765109985;-0.8192419825072886;0.08734939759036098;0.0005073566717401778;0.0;0.032543961659090126;0.0206800468261068;0.025555081954508507;0.009554587607137899;0.4058767331421962;0.05619606034653146;0.06117079587809693;-0.22090213451469987;0.02915272752099418;0.13399857448325037;0.1974683544303797;-36.25;-0.3736098272248807;0.1601702508960574;0.014252807371148757;;0.0;;2.220446049250313e-16;;-0.10938818417687746;;-0.2998585572842999;0.0413415468856948;0.11410855497496586;-0.07401032702237498;-0.2943568327930106;0.000840618695359785;-0.026615969581749166;0.07171235597934045;0.0;0.07042253521126729;-0.49327354260089684;;0.2344145970603142;0.03920663845895156;0.002792048246593737;;0.010064406277761284;0.000837606684607195;0.11445625044145613;0.10457516339869288;0.006313794656259475;0.00856477108130238;0.0;0.0;0.07799905168326227;0.025532603889674155;-0.012601397705824469
2010-03-31;0.08186188298745467;0.17052096569250308;-0.05224100092011641;0.05861574221458565;0.07626822971181357;0.1018280949326491;0.22421986316883746;-0.026629935720844822;-0.056826791938172416;-0.031088082901554404;-0.055404438081603447;0.07017904073587378;-0.009098428453267138;0.0;-0.021878202836397076;0.018245976417936127;0.12060129825760169;;0.04568636656444558;0.0014695077149156077;0.3858585858585859;0.0;0.0;0.5146268656716417;0.267712900992384;0.00680506503574807;0.18726837595784684;-0.11290322580645162;0.08033240997229929;0.0781947261663285;0.04844036697247711;0.06723434753673141;0.05861574221458565;0.09088848166550156;-0.01823242867084207;-0.12830864679132048;0.014876497005988032;0.058884297520661155;-0.28353579736365997;0.028326920525407973;0.11816467630421124;0.33192389006342493;0.950354609929078;-0.17461987282397018;0.028963120293493017;0.09183818310858771;;0.0;;0.0;;-0.1352102036586431;;0.3676767676767676;0.25115025634284205;-0.43762275744051415;-0.07992565055762091;-0.41714686185952343;0.0008399126490845621;-0.02734374999999989;0.06691380908248368;-0.056086303134392446;0.06578947368421084;-0.9734513274336283;;0.3498254978443851;0.05979348856811706;0.07851653859004348;;0.03068026487930542;-0.0033123228008802297;0.09977045967311748;-0.09596089529199892;0.04918659394956415;0.04960528076356985;0.0;0.0;-0.05289201671431709;0.023038760254798785;-0.011669620924840252
2010-06-30;-0.014782382521241533;0.02268779852366487;0.015453753180594498;0.19905416316509306;0.008428423236514604;-0.03565710959103474;0.6443961694802787;0.6984905660377358;0.018958868894601633;-0.660427807486631;-0.019551379205819952;0.02042643541434841;0.22954924874791316;0.0;-0.1192718218377723;0.44886315611529026;0.026219512195121863;;-0.15063489273764907;0.01922230374174605;-0.40670553935860054;0.0;0.0;-0.1154907370910524;-0.09703258692881844;0.08194301848049279;0.029586130255500498;-0.2727272727272727;-0.05192307692307696;-0.01806038942714705;0.05005250262513128;0.1648438624262485;0.19905416316509306;0.0013334718758659658;1.47887723277573;-0.7015853470175057;0.003103776773915934;0.013658536585365866;0.1152056277056277;0.008999419392297314;0.07301088456231786;0.19999999999999996;-0.3236363636363636;-0.1679802807533245;0.1829611559392006;0.05837233489339577;;2.5725338491295937;;2.5439455877256694;;-1.1361168178575403;;-0.18906942392909898;-0.003519831888626257;0.4247807909360044;-0.7909090909090909;0.316432865731463;0.025427995971802675;0.03614457831325302;0.056245656706045866;-0.025245920282026546;0.6574074074074074;2.0;;0.17809885931558944;0.33553710791867575;0.005300839873330521;;0.019534152767456847;-0.0009008811263013783;0.027779386385830662;0.02646556630620367;0.24551941070365468;0.23542059728383724;0.08267195767195767;0.2592592592592593;-0.005108556832694733;-0.11665370712220946;-0.1421676898324793
2010-09-30;0.06153473841686097;0.10848105296677635;-0.025285036650093184;0.030666373493479115;0.006702455959881615;-0.07606399034108058;-0.09864745773342609;0.03765829815596544;0.5398927783033742;2.779527559055118;0.5838614932756221;0.03334168964652795;0.0339443312966734;-0.11049723756906082;-0.05253242194622754;0.02978152437067938;0.14200831847890671;;0.051541523322957694;0.03253671177656203;0.22850122850122845;0.005871517384296476;0.011962852195813056;0.08868092691622098;0.06794354838709671;0.0757369076567227;0.10341016816812965;0.3500000000000001;-0.05476673427991885;0.06849315068493156;0.04933333333333323;0.025346428644964725;0.030666373493479115;0.06777814288926165;-0.12798810476952993;0.3186509357760394;0.016267385576864246;0.07199230028873926;0.10330438158086275;0.008919152201016578;0.06804300460763657;-0.02777777777777779;0.13440860215053774;-0.20016998557034105;-0.07550761421319796;0.07456086475862911;;-2.464537087168381;;-2.4568089475541175;;0.7877605595261254;;-0.08561020036429867;0.006431885280472338;-0.04895705857172661;-3.782608695652174;0.24037144161972912;0.02479744659955796;0.03488372093023262;0.05325054484148195;0.05069124423963123;0.3966480446927374;0.6666666666666667;;-0.02388329460366645;0.03919306212081741;0.03554064233376697;0.0;0.017841636297058372;0.005359915184223185;0.028366749540134073;0.027723870252287286;0.03466455497531595;0.03599854162223881;0.07635919364691501;0.2058823529411764;0.08600770218228493;0.020239215159252755;0.09045214495143039
2010-12-31;0.0979150691177384;0.08967729579622707;-0.1401179060564296;0.032565651313026356;0.07495250107770657;0.0240525971904606;-0.16559315387770768;-0.009902580023552043;0.10500716772475926;-0.16770833333333335;0.09223111458129996;0.07670426977195532;0.08437294812869345;-0.10248447204968947;-0.04890691569202532;0.011570926807160653;-0.010796045785639974;;0.08557796162205844;0.05186837702175118;-0.16600000000000004;0.12349776811262436;0.23561207030642395;0.2832582889889481;0.2555219935812725;0.07040467526739436;0.0;-0.2314814814814815;-0.05793991416309008;0.08391608391608396;0.013977128335451061;0.04219714312489131;0.032565651313026356;0.09585357952704898;-0.09614375655823715;0.052605019407326425;0.030657462394115598;0.043275273837313666;0.09363180578766817;0.008840304182509584;0.06370811316968772;0.22448979591836737;0.12322274881516582;-0.7454411618169333;0.1331503088538093;-0.00971650663008683;0.0;-0.2534195933456562;;-0.25396507128458945;6.661338147750939e-16;-0.1730584407624931;;0.4223107569721116;0.021555788370874795;-0.10140215045195689;1.359375;0.19378988708885614;0.024197412553905062;0.03370786516853941;0.05055828843601162;0.057295136575616246;0.28400000000000003;0.3999999999999999;;0.22166380108451267;0.021198321735571124;0.08104086761010443;0.0;0.02655373619633994;0.003650904903157448;0.09201319111705764;-0.010790396547073144;0.022233177734415355;0.023011288180610823;0.07094211123723038;0.1707317073170731;0.005211691381904249;0.03144594024974978;0.19081446561776327
2011-03-31;0.08918273541542798;0.08229711322993105;-0.1629501382146752;0.031538577011171354;0.06972633767776903;0.02348765801331898;-0.1984561304203849;-0.010001621884629941;0.095028494648566;-0.20150187734668334;0.08444285586632105;0.0712398677384285;0.0778080532848926;-0.11418685121107264;-0.05142179719202877;0.01143857192859632;-0.010913872452333995;;0.07883170499720649;0.049310710498409405;-0.1990407673860911;0.10992257538712313;0.19068450039339102;0.22073365231259978;0.2035185324411699;0.06577388617048663;0.0;-0.3012048192771084;-0.06150341685649208;0.07741935483870965;0.013784461152882121;0.040488638261249266;0.031538577011171354;0.08746933104732624;-0.10637062835582645;0.049976029410289335;0.029745539631471196;0.041480206540447595;0.08561547432340055;0.008762838028832487;0.05989247649888396;0.18333333333333335;0.10970464135021096;-2.9283648807386857;0.11750454270139299;-0.00981184347223829;0.0;-0.3394404555583065;;-2.562798655230078;-1.8460683635974982;-0.25606695853604733;;0.29691876750700286;0.021100940953260094;-0.11284486214045741;0.576158940397351;0.1623316541585278;0.023625730994152105;0.032608695652173836;0.04812516258500876;0.05419029615626969;0.22118380062305287;0.2857142857142858;;0.18144419183717653;0.020758281015918145;0.07496559106897083;-0.3614649681528662;0.025866874046680532;0.0036380027916669277;0.08426011727481453;-0.010908099263703286;0.02174961468545855;0.0224936796362587;0.06624271330153686;0.14583333333333326;0.005184670479448483;0.03048724031250294;0.15663781010059363
2011-06-30;0.0026516464471404433;-8.119519324456537e-05;-0.36485284347393887;0.02087734287225418;0.003929354919330219;-0.3542429673498013;0.03764879455463799;0.021406727828746197;-0.023694677160023714;-0.08150470219435735;-0.02521423862887273;0.12388654600523741;0.226123595505618;-0.015625;-0.029798006818899325;0.0296780266327068;0.031906407870247344;;0.002899863383774015;0.08804951995957544;0.7724550898203593;-0.11720972923359341;-0.015753026378389823;-0.02795923700026126;-0.03535732133933034;0.01174366905084101;0.2515587114651887;0.5517241379310345;-0.009708737864077666;0.21004145555043752;0.015451174289246028;0.014610930729250349;0.02087734287225418;0.013006958790910073;-0.015670672296200117;0.7155725720238151;0.0009657170449057784;0.038506032060816375;0.051155726774336996;-9.34055669717937e-05;0.036055410536307564;0.0028169014084507005;-0.1711026615969582;-0.850888753776182;0.03509485094850939;0.03182560037304727;-0.6610169491525424;-0.41679160419790107;0.0;0.0;0.0;0.7968205747715142;0.0;-0.5982721382289418;0.017576457590518846;-0.2814808733625157;-0.1869747899159664;0.002255439589598396;0.003770566727605118;0.002631578947368318;0.02808112324492984;0.009015740187288346;0.07908163265306123;-6.138888888888889;;-0.00137450746815726;0.029848914718789032;0.005263756899789529;-0.3865336658354115;0.027238328870611506;-0.023559626695402458;0.09903985160442041;0.014888337468982549;0.02687483496171117;0.02732160654093474;-0.14612326043737578;-0.11619318181818183;0.09390620014888862;0.03317614836938665;-0.027200978076122984
2011-09-30;-0.056712702884897936;0.05302476654486399;0.32994220426840837;-0.00912619097252021;-0.04050895512066943;0.3300349945698082;-0.33076638723508833;0.01646706586826352;-0.32382768484007973;-0.6552901023890785;-0.3320371935756551;-0.002030561351960891;0.7024054982817869;-0.2222222222222222;-0.0007939897702667897;-0.008119807490656883;-0.003864983251739229;;-0.05436574024252916;-0.014977359804945967;0.22972972972972983;-0.19078810563526716;0.0032762232128471513;0.05241935483870974;0.03730086776324315;0.011607356102221189;0.20099633294125785;1.1777777777777776;-0.009803921568627416;-0.1499809668823754;0.013998782714546465;-0.020405307570162234;-0.00912619097252021;0.00587659157688547;-0.23030602986059556;-0.40467769714055757;0.0028659799665162744;-0.0017504774029281078;0.048666173309370286;-9.341429238673982e-05;0.03480065850690717;-0.03277153558052437;0.5642201834862386;-7.54731561529308;-0.08063882707160619;0.05242345497683876;-2.85;-5.287917737789203;0.0;0.0;0.0;-0.22871882835379276;0.0;1.5268817204301075;9.870206780826507e-05;-0.14573404310921123;-0.22997416020671835;0.0022503640294753158;0.0037564029595902326;0.002624671916010568;0.0273141122913505;-0.034555955965838936;0.07328605200945626;1.1945945945945944;;-0.020829510001835194;-0.0029217328306491153;-0.027256516939797915;-0.05284552845528456;0.025505727941013356;-0.011324823098468384;-0.0006557955244191893;0.022548220592230273;0.00249435876336368;0.0023295331664967556;-0.1711292200232829;-0.131468981035037;-0.006222049387517026;0.031726991933307414;-0.10162689252347867
2011-12-31;0.04133988125778787;0.05872146822948787;0.0;0.03391579292571478;0.04889298892988925;0.34694247867900563;-0.5889395216232092;-0.026246581106669442;0.17779771824125112;1.108910891089109;0.18969881042773973;-0.0005250820440694248;-0.06809312340196472;-0.005408163265306132;-0.0009277567973836609;-0.008199831937328872;-0.003103983445421621;;0.08419651625827007;0.0005304101838754516;-0.14148351648351654;0.18829500192727733;-0.031183083511777343;0.037675606641123904;-0.018291921588213245;0.011474171309849845;0.16735799055190692;0.04591836734693877;-0.00990099009900991;-0.07669055082848186;0.011104441776710772;0.06216812098251712;0.03391579292571478;0.033499619853009754;-0.005358482477762272;-0.7750200573144448;-0.011530190707939592;0.06631595727721984;0.04640768868875589;-9.342301943193743e-05;0.0336303018565145;-0.04259438528557602;0.011730205278592365;-1.6807082620871931;-0.042930371636052955;-0.04728931830381111;-1.2252252252252251;-0.6566247002398082;-0.7479338842975207;-0.6988082340195017;-1.2426470588235294;-0.8051459425423095;-0.1333333333333333;-0.15212765957446805;0.06868985936343441;-0.19137794700084831;-0.2986577181208053;0.00224531126177685;0.0037423452029938797;0.002617801047120505;0.026587887740029625;0.10231630618192966;0.06828193832599116;0.5443349753694582;;-0.04085840127448226;0.012925800931192999;0.02147346368715075;0.7339055793991416;0.022209113426769456;0.0028275207342900455;-0.0049091838413724;-0.02165249734325181;0.003440447867435248;0.0058719453554607615;-0.2064606741573034;-0.15136935603256851;0.0037174721189590088;0.029472460398197953;0.19113931560531783
2012-03-31;0.03969874005771801;0.05546451072508107;0.0;0.03280324486556285;0.046613896218117956;0.2575777987336656;-1.969962239759547;-0.026954032301625852;0.15095777100565955;0.5258215962441315;0.1594511222210404;-0.0005253579000694675;-0.07306859205776173;-0.005437570534523428;-0.0009286183293509831;-0.008267625073452023;-0.0031136481577581643;;0.08670842690351166;0.0005301289980561563;-0.16479999999999995;0.15845812834513695;-0.032186766127918265;0.036307692307692374;-0.018632750397456266;0.011344008216236379;0.14336475349158562;0.04390243902439028;-0.010000000000000009;-0.0830605068509761;0.010982487384980644;0.05852945475807636;0.03280324486556285;0.03241377085148267;-0.005387350501023569;-3.444840673631308;-0.011664686770957111;0.06219165794588122;0.04434952952888671;-9.343174810805266e-05;0.03253610289492359;-0.044489383215369105;0.011594202898550732;2.4690581203374733;-0.04485605891542066;-0.049636599245027835;5.44;-1.9122653862941945;-2.9672131147540983;-2.3201438848920866;5.121212121212121;-4.932892836835396;-0.15384615384615385;-0.17942283563362604;0.06427483030890713;-0.22579261425386;-0.4258373205741627;0.0022402811333186445;0.0037283922720596774;0.0026109660574411553;0.025899280575539585;0.09281937099916515;0.06391752577319587;0.3524720893141946;;-0.04259892525647291;0.012760856638571294;0.021022047513245656;0.18069306930693063;0.02172658523099802;0.002819716582409093;-0.005288335028687752;-0.022131704005431074;0.0034286517697659225;0.005837666894453086;-0.26017699115044246;-0.17836894897514177;0.0037037037037037646;0.02862870210903745;0.017983246847289802
